"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"CP"
"1081";"31001017017P8";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1965;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"CIÊNCIAS (MICROBIOLOGIA)";"MESTRADO/DOUTORADO";0,518910256410256
"1082";"31001017019P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"CIÊNCIAS BIOLÓGICAS (ZOOLOGIA)";"MESTRADO/DOUTORADO";0,467291666666667
"1083";"31001017020P9";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"SOCIOLOGIA E ANTROPOLOGIA";"MESTRADO/DOUTORADO";0,374774774774775
"1084";"31001017021P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"ANTROPOLOGIA SOCIAL";"MESTRADO/DOUTORADO";0,362698412698413
"1085";"31001017022P1";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"FILOSOFIA";"MESTRADO/DOUTORADO";0,359375
"1086";"31001017023P8";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1982;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"HISTÓRIA SOCIAL";"MESTRADO/DOUTORADO";0,299754901960784
"1087";"31001017024P4";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,401973684210526
"1088";"31001017025P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"ECONOMIA DA INDÚSTRIA E DA TECNOLOGIA";"MESTRADO/DOUTORADO";0,3475
"1089";"31001017027P3";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA BIOMÉDICA";"MESTRADO/DOUTORADO";0,481578947368421
"1090";"31001017028P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";0,472798742138365
"1091";"31001017029P6";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1966;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,474845679012346
"1092";"31001017030P4";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1965;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,471666666666667
"1093";"31001017031P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA METALÚRGICA E DE MATERIAIS";"MESTRADO/DOUTORADO";0,421913580246914
"1094";"31001017032P7";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA OCEÂNICA";"MESTRADO/DOUTORADO";0,41547619047619
"1095";"31001017033P3";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA NUCLEAR";"MESTRADO/DOUTORADO";0,554411764705882
"1096";"31001017035P6";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";0,497395833333333
"1097";"31001017036P2";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1963;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,453030303030303
"1098";"31001017037P9";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS";"MESTRADO/DOUTORADO";0,382166666666667
"1099";"31001017038P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA DE TRANSPORTES";"MESTRADO/DOUTORADO";0,399358974358974
"1100";"31001017040P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"MEDICINA (ANATOMIA PATOLÓGICA)";"MESTRADO/DOUTORADO";0,485416666666667
"1101";"31001017041P6";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"MEDICINA (CARDIOLOGIA)";"MESTRADO/DOUTORADO";0,447368421052632
"1102";"31001017044P5";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"MEDICINA (ENDOCRINOLOGIA)";"MESTRADO/DOUTORADO";0,673188405797101
"1103";"31001017048P0";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"CLÍNICA MÉDICA";"MESTRADO/DOUTORADO";0,549213836477987
"1104";"31001017049P7";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"MEDICINA (DOENÇAS INFECCIOSAS E PARASITÁRIAS)";"MESTRADO/DOUTORADO";0,6
"1105";"31001017056P3";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"PSIQUIATRIA E SAÚDE MENTAL";"MESTRADO/DOUTORADO";0,455147058823529
"1106";"31001017057P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"MEDICINA (RADIOLOGIA)";"MESTRADO/DOUTORADO";0,621929824561404
"1107";"31001017059P2";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";1960;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,536607142857143
"1108";"31001017060P0";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,447747747747748
"1109";"31001017062P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";0,522619047619048
"1110";"31001017064P6";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"COMUNICAÇÃO";"MESTRADO/DOUTORADO";0,497474747474747
"1111";"31001017065P2";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"PLANEJAMENTO URBANO E REGIONAL";"MESTRADO/DOUTORADO";0,453395061728395
"1112";"31001017066P9";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"SERVIÇO SOCIAL";"MESTRADO/DOUTORADO";0,547282608695652
"1113";"31001017067P5";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"LINGÜÍSTICA";"MESTRADO/DOUTORADO";0,449444444444444
"1114";"31001017069P8";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"LETRAS (LETRAS CLÁSSICAS)";"MESTRADO/DOUTORADO";0,443137254901961
"1115";"31001017070P6";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"LETRAS (LETRAS VERNÁCULAS)";"MESTRADO/DOUTORADO";0,441865079365079
"1116";"31001017071P2";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"LETRAS (CIÊNCIA DA LITERATURA)";"MESTRADO/DOUTORADO";0,47948717948718
"1117";"31001017072P9";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"MÚSICA";"MESTRADO/DOUTORADO";0,445967741935484
"1118";"31001017084P7";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"NUTRIÇÃO";"MESTRADO/DOUTORADO";0,540151515151515
"1119";"31001017085P3";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"INTERDISCIPLINAR LINGÜÍSTICA APLICADA";"MESTRADO/DOUTORADO";0,511111111111111
"1120";"31001017086P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"LETRAS NEOLATINAS";"MESTRADO/DOUTORADO";0,385119047619048
"1121";"31001017087P6";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"QUÍMICA BIOLÓGICA";"MESTRADO/DOUTORADO";0,579032258064516
"1122";"31001017088P2";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"ARQUITETURA";"MESTRADO/DOUTORADO";0,353030303030303
"1123";"31001017089P9";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"ARTES VISUAIS";"MESTRADO/DOUTORADO";0,483333333333333
"1124";"31001017096P5";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"ECOLOGIA";"MESTRADO/DOUTORADO";0,454954954954955
"1125";"31001017097P1";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"TEORIA PSICANALÍTICA";"MESTRADO/DOUTORADO";0,358888888888889
"1126";"31001017098P8";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,400925925925926
"1127";"31001017099P4";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";0,504901960784314
"1128";"31001017100P2";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"BIOTECNOLOGIA VEGETAL";"MESTRADO/DOUTORADO";0,456
"1129";"31001017101P9";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"PSICOSSOCIOLOGIA DE COMUNID.E ECOLOGIA SOCIAL";"MESTRADO/DOUTORADO";0,501851851851852
"1130";"31001017102P5";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"PLANEJAMENTO ENERGÉTICO";"MESTRADO/DOUTORADO";0,511538461538461
"1131";"31001017103P1";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"URBANISMO";"MESTRADO/DOUTORADO";0,403086419753086
"1132";"31001017105P4";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRJ";"CIÊNCIAS MORFOLÓGICAS";"MESTRADO/DOUTORADO";0,47281746031746
"1133";"31001017106P0";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"EDUCAÇÃO EM CIÊNCIAS E SAÚDE";"MESTRADO/DOUTORADO";0,412280701754386
"1134";"31001017108P3";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFRJ";"CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)";"MESTRADO/DOUTORADO";0,62662037037037
"1135";"31001017110P8";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"INFORMÁTICA";"MESTRADO/DOUTORADO";0,407777777777778
"1136";"31001017111P4";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";0,543872549019608
"1137";"31001017112P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"CIÊNCIA DE ALIMENTOS";"MESTRADO/DOUTORADO";0,636666666666667
"1138";"31001017113P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"CIÊNCIAS CONTÁBEIS";"MESTRADO/DOUTORADO";0,382539682539683
"1139";"31001017115P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA AMBIENTAL";"MESTRADO PROF.";0,435353535353535
"1140";"31001017118P9";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"ASTRONOMIA";"MESTRADO/DOUTORADO";0,445075757575758
"1141";"31001017119P5";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"HISTÓRIA COMPARADA";"MESTRADO/DOUTORADO";0,361111111111111
"1142";"31001017121P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"HISTÓRIA DAS CIÊNCIAS E DAS TÉCNICAS E EPISTEMOLOGIA";"MESTRADO/DOUTORADO";0,480797101449275
"1143";"31001017122P6";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"ENSINO DE MATEMÁTICA";"MESTRADO/DOUTORADO";0,564473684210526
"1144";"31001017123P2";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"LÓGICA E METAFÍSICA";"MESTRADO/DOUTORADO";0,358333333333333
"1145";"31001017125P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"ARQUEOLOGIA";"MESTRADO/DOUTORADO";0,421428571428571
"1146";"31001017126P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFRJ";"ENSINO DE FÍSICA";"MESTRADO PROF.";0,396794871794872
"1147";"31001017127P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"POLÍTICAS PÚBLICAS, ESTRATÉGIAS E DESENVOLVIMENTO";"MESTRADO/DOUTORADO";0,45472972972973
"1148";"31001017128P4";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"CIÊNCIAS CIRÚRGICAS";"MESTRADO/DOUTORADO";0,536309523809524
"1149";"31001017130P9";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"DIREITO";"MESTRADO/DOUTORADO";0,402430555555556
"1150";"31001017131P5";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"EDUCAÇÃO FÍSICA";"MESTRADO/DOUTORADO";0,65787037037037
"1151";"31001017132P1";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA URBANA";"MESTRADO PROF.";0,430208333333333
"1152";"31001017134P4";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"PROJETO DE ESTRUTURAS";"MESTRADO PROF.";0,413541666666667
"1153";"31001017136P7";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFRJ";"TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS";"MESTRADO PROF.";0,378571428571429
"1154";"31001017137P3";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"ECONOMIA POLÍTICA INTERNACIONAL";"MESTRADO/DOUTORADO";0,430769230769231
"1155";"31001017138P0";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"CIÊNCIA DA INFORMAÇÃO - UFRJ - IBICT";"MESTRADO/DOUTORADO";0,495666666666667
"1156";"31001017139P6";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"METEOROLOGIA";"MESTRADO";0,375877192982456
"1157";"31001017142P7";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"ARQUITETURA PAISAGÍSTICA";"MESTRADO PROF.";0,361111111111111
"1158";"31001017143P3";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"PRODUTOS BIOATIVOS E BIOCIÊNCIAS";"MESTRADO/DOUTORADO";0,441358024691358
"1159";"31001017144P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFRJ";"FORMAÇÃO CIENTÍFICA PARA PROFESSORES DE BIOLOGIA";"MESTRADO PROF.";0,520014880952381
"1160";"31001017145P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"CIÊNCIAS AMBIENTAIS E CONSERVAÇÃO";"MESTRADO/DOUTORADO";0,467824074074074
"1161";"31001017146P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"BIODIVERSIDADE E BIOLOGIA EVOLUTIVA";"MESTRADO/DOUTORADO";0,431349206349206
"1162";"31001017148P5";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFRJ";"FORMAÇÃO PARA A PESQUISA BIOMÉDICA";"MESTRADO PROF.";0,502962962962963
"1163";"31001017149P1";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFRJ";"QUÍMICA BIOLÓGICA";"MESTRADO PROF.";0,594551282051282
"1164";"31001017150P0";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"PROJETO E PATRIMÔNIO";"MESTRADO PROF.";0,39212962962963
"1165";"31001017151P6";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"NUTRIÇÃO CLÍNICA";"MESTRADO PROF.";0,420138888888889
"1166";"31001017152P2";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"CLÍNICA ODONTOLÓGICA";"MESTRADO PROF.";0,429022988505747
"1167";"31001017153P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,529166666666667
"1168";"31001017154P5";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"CIÊNCIA E TECNOLOGIA FARMACÊUTICA";"MESTRADO PROF.";0,41304347826087
"1169";"31001017156P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"ENSINO DE QUÍMICA";"MESTRADO PROF.";0,498888888888889
"1170";"31001017157P4";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"ARTES DA CENA";"MESTRADO";0,439880952380952
"1171";"31001017158P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA DA NANOTECNOLOGIA";"MESTRADO/DOUTORADO";0,401923076923077
"1172";"31001017159P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"TECNOLOGIA PARA O DESENVOLVIMENTO SOCIAL";"MESTRADO PROF.";0,55
"1173";"31001017160P5";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"POLÍTICAS PÚBLICAS EM DIREITOS HUMANOS";"MESTRADO";0,557666666666667
"1174";"31001017161P1";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"GEOCIÊNCIAS: PATRIMÔNIO GEOPALEONTOLÓGICO";"MESTRADO";0,457936507936508
"1175";"31001017162P8";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE PERINATAL";"MESTRADO PROF.";0,381140350877193
"1176";"31001017163P4";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"ATENÇÃO PRIMÁRIA À SAÚDE";"MESTRADO PROF.";0,378472222222222
"1177";"31001017165P7";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"MESTRADO PROFISSIONAL EM ATENÇÃO PSICOSSOCIAL";"MESTRADO PROF.";0,457916666666667
"1178";"31001017166P3";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"CRIAÇÃO E PRODUÇÃO DE CONTEÚDOS DIGITAIS";"MESTRADO PROF.";0,4796875
"1179";"31001017167P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"LINGUÍSTICA E LÍNGUAS INDÍGENAS";"MESTRADO PROF.";0,635
"1180";"31001017169P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,916666666666667
"1181";"31001017170P0";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"PROFISSIONAL EM MÚSICA";"MESTRADO PROF.";0,43921568627451
"1182";"31001017171P7";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA AMBIENTAL";"DOUTORADO";0,465625
"1183";"31001017172P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,471759259259259
"1184";"31001017173P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,455833333333333
"1185";"31002013001P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1966;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRRJ";"QUÍMICA";"MESTRADO/DOUTORADO";0,420833333333333
"1186";"31002013002P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRRJ";"AGRONOMIA (CIÊNCIAS DO SOLO)";"MESTRADO/DOUTORADO";0,517307692307692
"1187";"31002013003P3";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRRJ";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";0,525
