"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"IMI";"IPT"
"687";"32006012001P9";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,307880291005291;0,583333333333333
"688";"32006012002P5";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"7";"SUDESTE";"MG";"UFU";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,33285411440943;1,11111111111111
"689";"32006012003P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,415404627286894;0,0384615384615385
"690";"32006012004P8";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"6";"SUDESTE";"MG";"UFU";"IMUNOLOGIA E PARASITOLOGIA APLICADAS";"MESTRADO/DOUTORADO";0,416912945102283;0,823529411764706
"691";"32006012005P4";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,644024152427906;1,53846153846154
"692";"32006012006P0";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"GENÉTICA E BIOQUÍMICA";"MESTRADO/DOUTORADO";0,460531793472466;1,35
"693";"32006012011P4";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"QUÍMICA";"MESTRADO/DOUTORADO";0,242729247524506;0,379310344827586
"694";"32006012015P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"AGRONOMIA";"MESTRADO/DOUTORADO";0,332991258741259;1,04761904761905
"695";"32006012016P6";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,261660190696649;0,238095238095238
"696";"32006012017P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,408373374357497;0,21875
"697";"32006012018P9";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"FÍSICA";"MESTRADO/DOUTORADO";0,311126971129158;0,0588235294117647
"698";"32006012021P0";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"PSICOLOGIA";"MESTRADO";0,395572110423117;0,133333333333333
"699";"32006012031P5";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"BIOLOGIA CELULAR E ESTRUTURAL APLICADAS";"MESTRADO";0,609453781512605;0,117647058823529
"700";"32006012032P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFU";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO PROF.";0,445100727875496;0,08
"701";"32006012033P8";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFU";"TECNOLOGIAS, COMUNICAÇÃO E EDUCAÇÃO";"MESTRADO PROF.";0,579714458247067;0,05
"702";"32006012034P4";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ENGENHARIA BIOMÉDICA";"MESTRADO";0,491320892625434;1,33333333333333
"703";"32006012037P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"QUALIDADE AMBIENTAL";"MESTRADO";0,72721793235085;0,0526315789473684
"704";"32006012076P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFU";"GESTÃO ORGANIZACIONAL";"MESTRADO PROF.";0,498628649821781;0,0714285714285714
"705";"32007019005P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"5";"SUDESTE";"MG";"UFOP";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";0,355052294197031;1
"706";"32007019006P7";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";"SUDESTE";"MG";"UFOP";"CIÊNCIAS BIOLÓGICAS";"MESTRADO/DOUTORADO";0,380996559421891;0,12
"707";"32007019011P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUDESTE";"MG";"UFOP";"ENGENHARIA AMBIENTAL";"MESTRADO/DOUTORADO";0,605348652223652;0,1875
"708";"32007019014P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";0,460009112653057;0,823529411764706
"709";"32007019016P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"ECOLOGIA DE BIOMAS TROPICAIS";"MESTRADO";0,535906292030312;0,2
"710";"32007019020P0";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,481036393536394;0,785714285714286
"711";"32007019021P6";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"LETRAS: ESTUDOS DA LINGUAGEM";"MESTRADO";0,651254156633414;0,166666666666667
"712";"32007019022P2";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"SAÚDE E NUTRIÇÃO";"MESTRADO";0,464895738399028;0,136363636363636
"713";"32007019023P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,491458647561589;0,266666666666667
"714";"32007019025P1";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"CIÊNCIAS";"MESTRADO";0,489649470899471;0,0666666666666667
"715";"32007019026P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFOP";"ENSINO DE CIÊNCIAS";"MESTRADO PROF.";0,515318410165485;0,0769230769230769
"716";"32007019029P7";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"QUÍMICA";"MESTRADO";0,658854166666667;0,5625
"717";"32008015002P8";"ENGENHARIAS IV";"ENGIV";"PARTICULAR";"PRIVADA";1996;"ACADÊMICO";"3";"SUDESTE";"MG";"PUC/MG";"ENGENHARIA ELÉTRICA";"MESTRADO";0,496329234372713;0,4
"718";"32008015003P4";"GEOGRAFIA";"GEOG";"PARTICULAR";"PRIVADA";1996;"ACADÊMICO";"5";"SUDESTE";"MG";"PUC/MG";"GEOGRAFIA - TRATAMENTO DA INFORMAÇÃO ESPACIAL";"MESTRADO/DOUTORADO";0,606964810363248;0,8
"719";"32008015004P0";"ENGENHARIAS III";"ENGIII";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,52721023478836;0,714285714285714
"720";"32008015005P7";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"6";"SUDESTE";"MG";"PUC/MG";"DIREITO";"MESTRADO/DOUTORADO";0,230364964576535;0,025
"721";"32008015008P6";"BIODIVERSIDADE";"BIOD";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"BIOLOGIA DE VERTEBRADOS";"MESTRADO";0,526301466930808;0,1
"722";"32008015009P2";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,415034463744141;1,38461538461538
"723";"32008015011P7";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"INFORMÁTICA";"MESTRADO/DOUTORADO";0,419660419989367;0,272727272727273
"724";"32008015012P3";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,451162280701754;0,1
"725";"32008015014P6";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";1999;"PROFISSIONAL";"4";"SUDESTE";"MG";"PUC/MG";"ODONTOLOGIA";"MESTRADO PROF.";0,514808006535948;1,41666666666667
"726";"32010010002P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFVJM";"PRODUÇÃO VEGETAL";"MESTRADO/DOUTORADO";0,456025609354414;0,125
"727";"32010010004P5";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UFVJM";"QUÍMICA";"MESTRADO";0,541389630477159;0,6
"728";"32010010009P7";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFVJM";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";0,599672475270301;0,428571428571429
"729";"32010010013P4";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFVJM";"TECNOLOGIA, AMBIENTE E SOCIEDADE";"MESTRADO PROF.";0,78751982481771;0,148148148148148
"730";"32011016003P1";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"SUDESTE";"MG";"UNIFAL";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";0,479522727272727;0,285714285714286
"731";"32011016004P8";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUDESTE";"MG";"UNIFAL";"QUÍMICA";"MESTRADO/DOUTORADO";0,367526686925355;0,235294117647059
"732";"32011016005P4";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFAL";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,506621873192597;0,105263157894737
"733";"32011016006P0";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFAL";"ENFERMAGEM";"MESTRADO";0,521510973397163;0,0588235294117647
"734";"32011016007P7";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"MG";"UNIFAL";"BIOCIÊNCIAS APLICADAS À SAÚDE";"MESTRADO/DOUTORADO";0,555896990740741;0,0555555555555556
"735";"32011016009P0";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFAL";"CIÊNCIAS ODONTOLÓGICAS";"MESTRADO";0,468201754385965;0,0555555555555556
"736";"32011016011P4";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFAL";"CIÊNCIA E ENGENHARIA AMBIENTAL";"MESTRADO";0,700914237489868;0,0769230769230769
"737";"32011016012P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFAL";"GESTÃO PÚBLICA E SOCIEDADE";"MESTRADO";0,729564950980392;0,0588235294117647
"738";"32011016013P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFAL";"ESTATÍSTICA APLICADA E BIOMETRIA";"MESTRADO";0,689315268065268;0,1
"739";"32011016015P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFAL";"EDUCAÇÃO";"MESTRADO";0,500708803258145;0,105263157894737
"740";"32011016040P4";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFAL";"CIÊNCIAS BIOLÓGICAS";"MESTRADO";0,639432548875273;0,117647058823529
"741";"32012012009P6";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"MG";"UFTM";"INTERDISCIPLINAR EM BIOCIÊNCIAS APLICADAS";"MESTRADO";0,761501736111111;0,142857142857143
"742";"32012012171P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFTM";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO";0,694853637477718;0,0625
"743";"32014015003P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2007;"PROFISSIONAL";"4";"SUDESTE";"MG";"UNIMONTES";"CUIDADO PRIMÁRIO EM SAÚDE";"MESTRADO PROF.";0,578526501924971;0,0666666666666667
"744";"32014015004P7";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"5";"SUDESTE";"MG";"UNIMONTES";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,514892789502164;0,142857142857143
"745";"32014015006P0";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIMONTES";"BIODIVERSIDADE E USO DOS RECURSOS NATURAIS";"MESTRADO";0,489950980392157;0,117647058823529
"746";"32014015009P9";"BIOTECNOLOGIA";"BIOT";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"MG";"UNIMONTES";"BIOTECNOLOGIA";"MESTRADO PROF.";0,5406983057314;2,58333333333333
"747";"32014015010P7";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"MG";"UNIMONTES";"MODELAGEM COMPUTACIONAL E SISTEMAS";"MESTRADO PROF.";0,666392895299145;0,153846153846154
"748";"32016018001P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";"SUDESTE";"MG";"UNIFENAS";"CIÊNCIA ANIMAL";"MESTRADO";0,488522588522589;0,0769230769230769
"749";"32016018002P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"PARTICULAR";"PRIVADA";2006;"PROFISSIONAL";"4";"SUDESTE";"MG";"UNIFENAS";"SISTEMAS DE PRODUÇÃO NA AGROPECUÁRIA";"MESTRADO PROF.";0,543126005092469;0,25
"750";"32016018003P3";"MEDICINA VETERINÁRIA";"MVET";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFENAS";"REPRODUÇÃO, SANIDADE E BEM-ESTAR ANIMAL";"MESTRADO/DOUTORADO";0,470231481481482;0,25
"751";"32018010001P3";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"SUDESTE";"MG";"UFSJ";"FISICA E QUIMICA DE MATERIAIS";"MESTRADO/DOUTORADO";0,436395202020202;0,375
"752";"32018010006P5";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UFSJ";"ENGENHARIA MECÂNICA";"MESTRADO";0,622272947640595;0,285714285714286
"753";"32018010008P8";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"MG";"UFSJ";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,519287887568821;0,476190476190476
"754";"32018010009P4";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"MG";"UFSJ";"BIOENGENHARIA";"MESTRADO/DOUTORADO";0,58793258756494;0,0769230769230769
"755";"32018010010P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFSJ";"TECNOLOGIAS PARA O DESENVOLVIMENTO SUSTENTÁVEL";"MESTRADO";0,736249286751738;0,235294117647059
"756";"32018010011P9";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"MG";"UFSJ";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,592950307695731;1,16666666666667
"757";"32018010012P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"MG";"UFSJ";"CIÊNCIAS AGRÁRIAS";"MESTRADO";0,647253787878788;0,272727272727273
"758";"32018010013P1";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFSJ";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";0,584280563186813;0,4375
"759";"32018010015P4";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"MG";"UFSJ";"ENGENHARIA QUÍMICA";"MESTRADO";0,596611130957106;0,0769230769230769
"760";"32018010016P0";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"MG";"UFSJ";"GEOGRAFIA";"MESTRADO";0,505024540517962;0,0666666666666667
"761";"32020015002P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"SUDESTE";"MG";"CEFET/MG";"MODELAGEM MATEMÁTICA E COMPUTACIONAL";"MESTRADO/DOUTORADO";0,569841142978931;1,04347826086957
"762";"32020015007P2";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"CEFET/MG";"ENGENHARIA DE MATERIAIS";"MESTRADO";0,655883296663;0,0555555555555556
"763";"32025017001P6";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UEMG";"EDUCAÇÃO";"MESTRADO";0,517873765984231;0,0833333333333333
"764";"32025017002P2";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"MG";"UEMG";"DESIGN";"MESTRADO/DOUTORADO";0,642351665334036;0,615384615384615
"765";"32036019002P0";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIUBE";"ODONTOLOGIA";"MESTRADO";0,557916666666667;0,0769230769230769
"766";"32036019003P7";"MEDICINA VETERINÁRIA";"MVET";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIUBE";"SANIDADE E PRODUÇÃO ANIMAL NOS TRÓPICOS";"MESTRADO";0,632738095238095;0,0833333333333333
"767";"32053010002P5";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"FUMEC";"INSTITUIÇÕES SOCIAIS, DIREITO E DEMOCRACIA";"MESTRADO";0,373311641969221;0,181818181818182
"768";"32053010003P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";"SUDESTE";"MG";"FUMEC";"SISTEMAS DE INFORMAÇÃO E GESTÃO DO CONHECIMENTO";"MESTRADO PROF.";0,746537832966764;0,454545454545455
"769";"32053010004P8";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"SUDESTE";"MG";"FUMEC";"ESTUDOS CULTURAIS CONTEMPORÂNEOS";"MESTRADO";0,670028651439696;0,0769230769230769
"770";"32053010005P4";"ENGENHARIAS I";"ENGI";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";"SUDESTE";"MG";"FUMEC";"PROCESSOS CONSTRUTIVOS";"MESTRADO PROF.";0,573297961915958;0,181818181818182
"771";"32053010006P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";"SUDESTE";"MG";"FUMEC";"SISTEMAS DE INFORMAÇÃO E GESTÃO DO CONHECIMENTO";"DOUTORADO";0,815056818181818;0,272727272727273
"772";"32069014001P9";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"MG";"CDTN";"CIÊNCIA E TECNOLOGIA DAS RADIAÇÕES, MINERAIS E MATERIAIS";"MESTRADO/DOUTORADO";0,534479234263465;0,173913043478261
"773";"32073011001P2";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";"SUDESTE";"MG";"UNIVAS";"CIÊNCIAS DA LINGUAGEM";"MESTRADO/DOUTORADO";0,585489753146003;0,125
"774";"32073011003P5";"MEDICINA III";"MEDIII";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"4";"SUDESTE";"MG";"UNIVAS";"CIÊNCIAS APLICADAS À SAÚDE";"MESTRADO PROF.";0,546619436759852;1,69230769230769
"775";"33001014002P6";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"6";"SUDESTE";"SP";"UFSCAR";"EDUCAÇÃO ESPECIAL (EDUCAÇÃO DO INDIVÍDUO ESPECIAL)";"MESTRADO/DOUTORADO";0,391656262796361;0,037037037037037
"776";"33001014003P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"ECOLOGIA E RECURSOS NATURAIS";"MESTRADO/DOUTORADO";0,356971988003574;0,0740740740740741
"777";"33001014004P9";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"7";"SUDESTE";"SP";"UFSCAR";"CIÊNCIA E ENGENHARIA DOS MATERIAIS";"MESTRADO/DOUTORADO";0,435009628134628;1,23333333333333
"778";"33001014005P5";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"7";"SUDESTE";"SP";"UFSCAR";"QUÍMICA";"MESTRADO/DOUTORADO";0,327908732015822;0,339622641509434
"779";"33001014006P1";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1982;"ACADÊMICO";"7";"SUDESTE";"SP";"UFSCAR";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,311476648351648;1,13333333333333
"780";"33001014008P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,401365140761282;0,171428571428571
"781";"33001014011P5";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"SP";"UFSCAR";"FÍSICA";"MESTRADO/DOUTORADO";0,318254454559602;0,0285714285714286
"782";"33001014013P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";0,437051697239385;0,263157894736842
"783";"33001014015P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"ENGENHARIA URBANA";"MESTRADO/DOUTORADO";0,469087984384037;0,105263157894737
"784";"33001014016P7";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"6";"SUDESTE";"SP";"UFSCAR";"FISIOTERAPIA";"MESTRADO/DOUTORADO";0,35762399531693;0,0769230769230769
"785";"33001014018P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"ESTRUTURAS E CONSTRUÇÃO CIVIL";"MESTRADO/DOUTORADO";0,321188103864734;0,1875
"786";"33001014020P4";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,647844251336898;1,68181818181818
"787";"33001014022P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUDESTE";"SP";"UFSCAR";"AGROECOLOGIA E DESENVOLVIMENTO RURAL";"MESTRADO";0,620128446115288;0,214285714285714
"788";"33001014026P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"CIENCIA POLITICA";"MESTRADO/DOUTORADO";0,444844382591093;0,0769230769230769
"789";"33001014028P5";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,394105077928607;0,0416666666666667
"790";"33001014031P6";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"5";"SUDESTE";"SP";"UFSCAR";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,345743134548063;0,105263157894737
