"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"FCDo";"FCDi";"CC";"CP";"IMI"
"1105";"31036015001P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"6";"SUDESTE";"RJ";"LNCC";"MODELAGEM COMPUTACIONAL";"MESTRADO/DOUTORADO";0,504504504504504;0,588235294117647;0,566249295576219;0,491477272727273;0,537616591731411
"1106";"31063012001P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2006;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UNISUAM";"DESENVOLVIMENTO LOCAL";"MESTRADO PROF.";0,974358974358974;0,537735849056604;0,877226307189543;0,166666666666667;0,638996949317947
"1107";"31088015001P3";"MATERIAIS";"MATE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UEZO";"CIÊNCIA E TECNOLOGIA DE MATERIAIS";"MESTRADO PROF.";0,615384615384615;0,690909090909091;0,805555555555556;1;0,777962315462315
"1108";"31096018001P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UNIFA";"CIÊNCIAS AEROESPACIAIS";"MESTRADO PROF.";0,862745098039216;0,583333333333333;0,776360544217687;0,580833333333333;0,700818077230892
"1109";"31098010001P5";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"RJ";"ECEME";"CIÊNCIAS MILITARES";"MESTRADO/DOUTORADO";0,682539682539682;0,56;0,75;1;0,748134920634921
"1110";"32001010001P7";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,268518518518519;0,235;0,487182484026804;0,39250936329588;0,345802591460301
"1111";"32001010002P3";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"FÍSICA";"MESTRADO/DOUTORADO";0,122222222222222;0,0963855421686747;0,519094380796508;0,435357142857143;0,293264822011137
"1112";"32001010003P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"MATEMÁTICA";"MESTRADO/DOUTORADO";0,211111111111111;0,112359550561798;0,575892857142857;0,598611111111111;0,374493657481719
"1113";"32001010004P6";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,237179487179487;0,16243654822335;0,481950499331701;0,402083333333333;0,320912467016968
"1114";"32001010005P2";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"QUÍMICA";"MESTRADO/DOUTORADO";0,195402298850575;0,131782945736434;0,316014101410141;0,416421568627451;0,26490522865615
"1115";"32001010006P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"BIOQUÍMICA E IMUNOLOGIA";"MESTRADO/DOUTORADO";0,342857142857143;0,2375;0,508524151287309;0,534075907590759;0,405739300433803
"1116";"32001010007P5";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"CIÊNCIAS BIOLÓGICAS (FISIOLOGIA E FARMACOLOGIA)";"MESTRADO/DOUTORADO";0,388888888888889;0,217948717948718;0,486490623804057;0,562666666666667;0,413998724327083
"1117";"32001010008P1";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA)";"MESTRADO/DOUTORADO";0,358974358974359;0,191304347826087;0,508928571428571;0,473232323232323;0,383109900365335
"1118";"32001010009P8";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"BIOLOGIA CELULAR";"MESTRADO/DOUTORADO";0,451612903225806;0,233333333333333;0,499662097848848;0,511261261261261;0,423967398917312
"1119";"32001010010P6";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"PARASITOLOGIA";"MESTRADO/DOUTORADO";0,264367816091954;0,233333333333333;0,528985507246377;0,486111111111111;0,378199441945694
"1120";"32001010011P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";0,462962962962963;0,242424242424242;0,575379572118702;0,424;0,426191694376477
"1121";"32001010012P9";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"FILOSOFIA";"MESTRADO/DOUTORADO";0,28735632183908;0,212389380530973;0,6869825708061;0,416904761904762;0,400908258770229
"1122";"32001010013P5";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"ECONOMIA";"MESTRADO/DOUTORADO";0,444444444444444;0,175438596491228;0,58806146572104;0,304166666666667;0,378027793330845
"1123";"32001010014P1";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"SANEAMENTO, MEIO AMBIENTE E RECURSOS HÍDRICOS";"MESTRADO/DOUTORADO";0,505376344086022;0,25531914893617;0,504287439613527;0,485365853658537;0,437587196573564
"1124";"32001010015P8";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,257861635220126;0,153465346534653;0,441690931507568;0,395328282828283;0,312086549022658
"1125";"32001010016P4";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,314814814814815;0,309278350515464;0,478810322021529;0,374007936507937;0,369227855964936
"1126";"32001010017P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"ENGENHARIA METALÚRGICA E DE MINAS";"MESTRADO/DOUTORADO";0,393939393939394;0,363636363636364;0,41374269005848;0,441071428571429;0,403097469051416
"1127";"32001010018P7";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"CIÊNCIAS TÉCNICAS NUCLEARES";"MESTRADO/DOUTORADO";0,641025641025641;0,418181818181818;0,35;0,503846153846154;0,478263403263403
"1128";"32001010019P3";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"PATOLOGIA";"MESTRADO/DOUTORADO";0,473684210526316;0,257142857142857;0,508940212330043;0,501488095238095;0,435313843809328
"1129";"32001010022P4";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"SAÚDE DA MULHER";"MESTRADO/DOUTORADO";0,388888888888889;0,32;0,916666666666667;0,335416666666667;0,490243055555556
"1130";"32001010023P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"INFECTOLOGIA E MEDICINA TROPICAL";"MESTRADO/DOUTORADO";0,412698412698413;0,363636363636364;0,424022762951334;0,43125;0,407901884821528
"1131";"32001010025P3";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,295238095238095;0,038961038961039;0,363952110004742;0,430416666666667;0,282141977717636
"1132";"32001010026P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";0,392857142857143;0,357142857142857;0,534597030752916;0,389814814814815;0,418602961391933
"1133";"32001010027P6";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";1931;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"DIREITO";"MESTRADO/DOUTORADO";0,174129353233831;0,1;0,65029225312416;0,355194805194805;0,319904102888199
"1134";"32001010028P2";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DA INFORMAÇÃO";"MESTRADO/DOUTORADO";0,588235294117647;0,485714285714286;0,65625;0,434126984126984;0,541081640989729
"1135";"32001010029P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"ZOOTECNIA";"MESTRADO/DOUTORADO";0,363636363636364;0,10958904109589;0,495891169927509;0,37724358974359;0,336590041100838
"1136";"32001010031P3";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DE ALIMENTOS";"MESTRADO/DOUTORADO";0,520833333333333;0,383561643835616;0,633333333333333;0,423529411764706;0,490314430566747
"1137";"32001010033P6";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1981;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"SOCIOLOGIA";"MESTRADO/DOUTORADO";0,470588235294118;0,378378378378378;0,581089743589744;0,371031746031746;0,450272025823496
"1138";"32001010034P2";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"DEMOGRAFIA";"MESTRADO/DOUTORADO";0,4;0,46875;0,496759259259259;0,396666666666667;0,440543981481481
"1139";"32001010035P9";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,41025641025641;0,239130434782609;0,492590742590743;0,451904761904762;0,398470587383631
"1140";"32001010036P5";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ECOLOGIA (CONSERVAÇÃO E MANEJO DA VIDA SILVESTRE)";"MESTRADO/DOUTORADO";0,333333333333333;0,192307692307692;0,482142857142857;0,380050505050505;0,346958596958597
"1141";"32001010037P1";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,5;0,230769230769231;0,533645165122357;0,45;0,428603598972897
"1142";"32001010038P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ENGENHARIA DE ESTRUTURAS";"MESTRADO/DOUTORADO";0,25;0,293103448275862;0,470908593322386;0,434375;0,362096760399562
"1143";"32001010039P4";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"GEOLOGIA";"MESTRADO/DOUTORADO";0,333333333333333;0,157894736842105;0,563236350574713;0,271014492753623;0,331369728375944
"1144";"32001010040P2";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DO ESPORTE";"MESTRADO/DOUTORADO";0,456140350877193;0,1;0,517320132878748;0,542391304347826;0,403962947025942
"1145";"32001010041P9";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,353535353535354;0,115044247787611;0,465401540154015;0,441666666666667;0,343911952035912
"1146";"32001010042P5";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";0,266666666666667;0,07;0,479394731845408;0,39047619047619;0,301634397247066
"1147";"32001010043P1";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"HISTÓRIA";"MESTRADO/DOUTORADO";0,308641975308642;0,136842105263158;0,449738793394001;0,374047619047619;0,317317623253355
"1148";"32001010044P8";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"3";"SUDESTE";"MG";"UFMG";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,473684210526316;0,285714285714286;0,536159003831418;0,435869565217391;0,432856766322353
"1149";"32001010045P4";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"SAÚDE PÚBLICA";"MESTRADO/DOUTORADO";0,484848484848485;0,357142857142857;0,493818681318681;0,519097222222222;0,463726811383061
"1150";"32001010046P0";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,279569892473118;0,114583333333333;0,551515151515152;0,422619047619048;0,342071856235163
"1151";"32001010049P0";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ARQUITETURA E URBANISMO";"MESTRADO/DOUTORADO";0,506666666666667;0,277310924369748;0,521872294372294;0,413;0,429712471352177
"1152";"32001010050P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";0,717948717948718;0,4;0,578947368421053;0,388888888888889;0,521446243814665
"1153";"32001010051P4";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ARTES";"MESTRADO/DOUTORADO";0,574074074074074;0,428571428571429;0,608573504121449;0,403048780487805;0,503566946813689
"1154";"32001010052P0";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"COMUNICAÇÃO SOCIAL";"MESTRADO/DOUTORADO";0,454545454545455;0,241935483870968;0,471436688311688;0,441919191919192;0,402459204661826
"1155";"32001010053P7";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ESTATÍSTICA";"MESTRADO/DOUTORADO";0,285714285714286;0,285714285714286;0,502717391304348;0,468181818181818;0,385581945228684
"1156";"32001010054P3";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"GENÉTICA";"MESTRADO/DOUTORADO";0,547619047619048;0,181818181818182;0,60752688172043;0,469907407407407;0,451717879641267
"1157";"32001010055P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";0,416666666666667;0,196078431372549;0,550862068965517;0,529166666666667;0,42319345841785
"1158";"32001010056P6";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"7";"SUDESTE";"MG";"UFMG";"ESTUDOS LITERÁRIOS";"MESTRADO/DOUTORADO";0,310344827586207;0,228070175438596;0,549904854729416;0,395641025641026;0,370990220848811
"1159";"32001010057P2";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"ESTUDOS LINGÜÍSTICOS";"MESTRADO/DOUTORADO";0,312820512820513;0,253846153846154;0,490944825614637;0,45787037037037;0,378870465662918
"1160";"32001010058P9";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"MÚSICA";"MESTRADO/DOUTORADO";0,522222222222222;0,338461538461538;0,85175983436853;0,407380952380952;0,529956136858311
"1161";"32001010061P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"BIOLOGIA VEGETAL";"MESTRADO/DOUTORADO";0,416666666666667;0,228571428571429;0,58193108974359;0,45;0,419292296245421
"1162";"32001010062P6";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"CIÊNCIAS DA REABILITAÇÃO";"MESTRADO/DOUTORADO";0,383333333333333;0,0655737704918033;0,375579549063195;0,532246376811594;0,339183257424981
"1163";"32001010065P5";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"CIÊNCIAS APLICADAS À SAÚDE DO ADULTO";"MESTRADO/DOUTORADO";0,344827586206897;0,25;0,595771144278607;0,413288288288288;0,400971754693448
"1164";"32001010068P4";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";"SUDESTE";"MG";"UFMG";"BIOINFORMÁTICA";"MESTRADO/DOUTORADO";0,488888888888889;0,32967032967033;0,875;0,517635658914729;0,552798719368487
"1165";"32001010069P0";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";"SUDESTE";"MG";"UFMG";"CIÊNCIAS APLICADAS À CIRURGIA E À OFTALMOLOGIA";"MESTRADO/DOUTORADO";0,396825396825397;0,107142857142857;0,528733031674208;0,418115942028985;0,362704306917862
"1166";"32001010071P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"CONSTRUÇÃO CIVIL";"MESTRADO";0,352941176470588;0,608108108108108;0,625;0,436363636363636;0,505603230235583
"1167";"32001010072P1";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";0,568627450980392;0,285714285714286;0,472046960530107;0,403174603174603;0,432390825099847
"1168";"32001010073P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"PRODUÇÃO VEGETAL";"MESTRADO/DOUTORADO";0,571428571428572;0,304347826086957;0,433116883116883;0,419607843137255;0,432125280942417
"1169";"32001010074P4";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"AMBIENTE CONSTRUÍDO E PATRIMÔNIO SUSTENTÁVEL";"MESTRADO/DOUTORADO";0,777777777777778;0,384615384615385;0,591752136752137;0,434848484848485;0,547248445998446
"1170";"32001010075P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUDESTE";"MG";"UFMG";"ANÁLISE E MODELAGEM DE SISTEMAS AMBIENTAIS";"MESTRADO";0,666666666666667;0,521739130434783;0,611111111111111;0,417543859649123;0,554265191965421
"1171";"32001010077P3";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"ESTUDOS DO LAZER";"MESTRADO/DOUTORADO";0,611111111111111;0,365384615384615;0,629464285714286;0,62719298245614;0,558288248666538
"1172";"32001010078P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"CONTROLADORIA E CONTABILIDADE";"MESTRADO";0,352941176470588;0,555555555555556;0,551282051282051;0,419047619047619;0,469706600588954
"1173";"32001010079P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"NEUROCIÊNCIAS";"MESTRADO/DOUTORADO";0,552083333333333;0,39622641509434;0,545664073753961;0,473958333333333;0,491983038878742
"1174";"32001010085P6";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"5";"SUDESTE";"MG";"UFMG";"INOVAÇÃO TECNOLÓGICA E PROPRIEDADE INTELECTUAL";"MESTRADO PROF.";0,641025641025641;0,640625;0,65224358974359;0,426068376068376;0,589990651709402
"1175";"32001010086P2";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UFMG";"GEOTECNIA E TRANSPORTES";"MESTRADO";0,717948717948718;0,741935483870968;1;0,376190476190476;0,70901866950254
"1176";"32001010088P5";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"MEDICINA MOLECULAR";"MESTRADO/DOUTORADO";0,490196078431373;0,428571428571429;0,814814814814815;0,493518518518519;0,556775210084034
"1177";"32001010089P1";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"ZOOLOGIA";"MESTRADO/DOUTORADO";0,383333333333333;0,0833333333333333;0,530723905723906;0,391954022988506;0,34733614884477
"1178";"32001010090P0";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFMG";"PROMOÇÃO DE SAÚDE E PREVENÇÃO DA VIOLÊNCIA";"MESTRADO PROF.";0,517241379310345;0,367088607594937;0,602926587301587;0,4453125;0,483142268551717
"1179";"32001010091P6";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"MEDICAMENTOS E ASSISTÊNCIA FARMACÊUTICA";"MESTRADO/DOUTORADO";0,566666666666667;0,0952380952380952;0,47553468037339;0,450347222222222;0,396946666125094
"1180";"32001010093P9";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"MESTRADO/DOUTORADO";0,488888888888889;0,352941176470588;0,581349206349206;0,427777777777778;0,462739262371615
"1181";"32001010095P1";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"5";"SUDESTE";"MG";"UFMG";"MICROBIOLOGIA APLICADA";"MESTRADO PROF.";0,411764705882353;0,75;0,75;0,473039215686274;0,596200980392157
"1182";"32001010096P8";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"SUDESTE";"MG";"UFMG";"ODONTOLOGIA EM SAÚDE PÚBLICA";"MESTRADO PROF.";0,26984126984127;0,282051282051282;0,553125;0,440972222222222;0,386497443528694
"1183";"32001010097P4";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"5";"SUDESTE";"MG";"UFMG";"EDUCAÇÃO E DOCÊNCIA";"MESTRADO PROF.";0,328358208955224;0,271084337349398;0,596693121693122;0,456089743589744;0,413056352896872
"1184";"32001010098P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"SUDESTE";"MG";"UFMG";"PRODUÇÃO ANIMAL";"MESTRADO";0,538461538461538;0,645833333333333;0,625272331154684;0,419270833333333;0,557209509070722
"1185";"32001010099P7";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"MG";"UFMG";"NUTRIÇÃO E SAÚDE";"MESTRADO";0,511111111111111;0,636363636363636;0,537781662781663;0,406439393939394;0,522923951048951
"1186";"32001010171P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"INOVAÇÃO TECNOLÓGICA E BIOFARMACÊUTICA";"DOUTORADO";0,654761904761905;0,578947368421053;0,638888888888889;0,467063492063492;0,584915413533835
"1187";"32001010172P6";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";"SUDESTE";"MG";"UFMG";"GESTÃO & ORGANIZAÇÃO DO CONHECIMENTO";"MESTRADO/DOUTORADO";0,555555555555555;0,578947368421053;1,09444444444444;0,408730158730159;0,659419381787803
"1188";"32002017001P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1961;"ACADÊMICO";"6";"SUDESTE";"MG";"UFV";"FITOTECNIA (PRODUÇÃO VEGETAL)";"MESTRADO/DOUTORADO";0,282051282051282;0,215686274509804;0,430411105997852;0,402272727272727;0,332605347457916
"1189";"32002017002P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"7";"SUDESTE";"MG";"UFV";"AGRONOMIA (FITOPATOLOGIA)";"MESTRADO/DOUTORADO";0,472222222222222;0,24;0,441357452071738;0,615686274509804;0,442316487200941
"1190";"32002017003P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"MG";"UFV";"MICROBIOLOGIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,564102564102564;0,340909090909091;0,507539682539683;0,485897435897436;0,474612193362193
