"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QFGDi";"QDP";"DFGDi";"FCDi"
"1631";"32005016018P2";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CLÍNICA ODONTOLÓGICA";"MESTRADO";4;22;0,181818181818182;0,181818181818182
"1632";"32005016019P9";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"COMUNICAÇÃO";"MESTRADO";38;82;0,463414634146341;0,463414634146341
"1633";"32005016020P7";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"LETRAS: ESTUDOS LITERÁRIOS";"MESTRADO/DOUTORADO";21;59;0,355932203389831;0,355932203389831
"1634";"32005016021P3";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";10;36;0,277777777777778;0,277777777777778
"1635";"32005016022P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"LINGÜÍSTICA";"MESTRADO/DOUTORADO";10;31;0,32258064516129;0,32258064516129
"1636";"32005016025P9";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"PSICOLOGIA";"MESTRADO/DOUTORADO";10;55;0,181818181818182;0,181818181818182
"1637";"32005016027P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFJF";"EDUCAÇÃO MATEMÁTICA";"MESTRADO PROF.";27;52;0,519230769230769;0,519230769230769
"1638";"32005016029P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"AMBIENTE CONSTRUÍDO";"MESTRADO";27;55;0,490909090909091;0,490909090909091
"1639";"32005016030P2";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"MATEMÁTICA";"MESTRADO";30;39;0,769230769230769;0,769230769230769
"1640";"32005016031P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFJF";"GESTÃO E AVALIAÇÃO DA EDUCAÇÃO PÚBLICA";"MESTRADO PROF.";66;390;0,169230769230769;0,169230769230769
"1641";"32005016032P5";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";5;8;0,625;0,625
"1642";"32005016033P1";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"ENFERMAGEM";"MESTRADO";23;53;0,433962264150943;0,433962264150943
"1643";"32005016034P8";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO";43;68;0,632352941176471;0,632352941176471
"1644";"32005016035P4";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"GEOGRAFIA";"MESTRADO";23;40;0,575;0,575
"1645";"32005016036P0";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"DIREITO E INOVAÇÃO";"MESTRADO";23;55;0,418181818181818;0,418181818181818
"1646";"32005016038P3";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"ARTES, CULTURA E LINGUAGENS";"MESTRADO";44;46;0,956521739130435;0,956521739130435
"1647";"32005016070P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"ADMINISTRAÇÃO";"MESTRADO";19;31;0,612903225806452;0,612903225806452
"1648";"32005016071P0";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CIÊNCIAS DA REABILITAÇÃO E DESEMPENHO FÍSICO-FUNCIONAL";"MESTRADO";21;51;0,411764705882353;0,411764705882353
"1649";"32005016106P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;21;0,904761904761905;0,904761904761905
"1650";"32005016107P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;12;0,916666666666667;0,916666666666667
"1651";"32006012001P9";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";31;144;0,215277777777778;0,215277777777778
"1652";"32006012002P5";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"7";"SUDESTE";"MG";"UFU";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";31;117;0,264957264957265;0,264957264957265
"1653";"32006012003P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"EDUCAÇÃO";"MESTRADO/DOUTORADO";44;166;0,265060240963855;0,265060240963855
"1654";"32006012004P8";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"6";"SUDESTE";"MG";"UFU";"IMUNOLOGIA E PARASITOLOGIA APLICADAS";"MESTRADO/DOUTORADO";9;44;0,204545454545455;0,204545454545455
"1655";"32006012005P4";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";12;67;0,17910447761194;0,17910447761194
"1656";"32006012006P0";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"GENÉTICA E BIOQUÍMICA";"MESTRADO/DOUTORADO";15;49;0,306122448979592;0,306122448979592
"1657";"32006012007P7";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"ESTUDOS LINGÜÍSTICOS";"MESTRADO/DOUTORADO";23;88;0,261363636363636;0,261363636363636
"1658";"32006012008P3";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";22;97;0,22680412371134;0,22680412371134
"1659";"32006012009P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"ECONOMIA";"MESTRADO/DOUTORADO";24;65;0,369230769230769;0,369230769230769
"1660";"32006012010P8";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"GEOGRAFIA";"MESTRADO/DOUTORADO";27;74;0,364864864864865;0,364864864864865
"1661";"32006012011P4";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"QUÍMICA";"MESTRADO/DOUTORADO";8;56;0,142857142857143;0,142857142857143
"1662";"32006012012P0";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"HISTÓRIA";"MESTRADO/DOUTORADO";13;84;0,154761904761905;0,154761904761905
"1663";"32006012013P7";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"6";"SUDESTE";"MG";"UFU";"ECOLOGIA E CONSERVAÇÃO DE RECURSOS NATURAIS";"MESTRADO/DOUTORADO";8;37;0,216216216216216;0,216216216216216
"1664";"32006012014P3";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";15;78;0,192307692307692;0,192307692307692
"1665";"32006012015P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"AGRONOMIA";"MESTRADO/DOUTORADO";10;75;0,133333333333333;0,133333333333333
"1666";"32006012016P6";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ODONTOLOGIA";"MESTRADO/DOUTORADO";4;54;0,0740740740740741;0,0740740740740741
"1667";"32006012017P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";17;56;0,303571428571429;0,303571428571429
"1668";"32006012018P9";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"FÍSICA";"MESTRADO/DOUTORADO";5;20;0,25;0,25
"1669";"32006012019P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ENGENHARIA CIVIL";"MESTRADO";32;66;0,484848484848485;0,484848484848485
"1670";"32006012020P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ADMINISTRAÇÃO";"MESTRADO";22;56;0,392857142857143;0,392857142857143
"1671";"32006012021P0";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"PSICOLOGIA";"MESTRADO";21;68;0,308823529411765;0,308823529411765
"1672";"32006012022P6";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"ESTUDOS LITERÁRIOS";"MESTRADO/DOUTORADO";23;71;0,323943661971831;0,323943661971831
"1673";"32006012023P2";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"MATEMÁTICA";"MESTRADO";18;20;0,9;0,9
"1674";"32006012024P9";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"FILOSOFIA";"MESTRADO";9;17;0,529411764705882;0,529411764705882
"1675";"32006012026P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ARTES";"MESTRADO";16;19;0,842105263157895;0,842105263157895
"1676";"32006012027P8";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"DIREITO";"MESTRADO";15;42;0,357142857142857;0,357142857142857
"1677";"32006012028P4";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"CIÊNCIAS SOCIAIS";"MESTRADO";21;32;0,65625;0,65625
"1678";"32006012029P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"BIOLOGIA VEGETAL";"MESTRADO";14;20;0,7;0,7
"1679";"32006012030P9";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFU";"CIÊNCIAS DA SAÚDE";"MESTRADO PROF.";7;30;0,233333333333333;0,233333333333333
"1680";"32006012031P5";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"BIOLOGIA CELULAR E ESTRUTURAL APLICADAS";"MESTRADO";18;24;0,75;0,75
"1681";"32006012032P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFU";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO PROF.";20;68;0,294117647058824;0,294117647058824
"1682";"32006012033P8";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFU";"TECNOLOGIAS, COMUNICAÇÃO E EDUCAÇÃO";"MESTRADO PROF.";27;56;0,482142857142857;0,482142857142857
"1683";"32006012034P4";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ENGENHARIA BIOMÉDICA";"MESTRADO";14;19;0,736842105263158;0,736842105263158
"1684";"32006012035P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIAS CONTÁBEIS";"MESTRADO/DOUTORADO";7;15;0,466666666666667;0,466666666666667
"1685";"32006012036P7";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ARQUITETURA E URBANISMO";"MESTRADO";33;53;0,622641509433962;0,622641509433962
"1686";"32006012037P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"QUALIDADE AMBIENTAL";"MESTRADO";44;47;0,936170212765957;0,936170212765957
"1687";"32006012070P0";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"GEOGRAFIA";"MESTRADO";24;36;0,666666666666667;0,666666666666667
"1688";"32006012071P7";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"MÚSICA";"MESTRADO";27;28;0,964285714285714;0,964285714285714
"1689";"32006012072P3";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"RELAÇÕES INTERNACIONAIS";"MESTRADO";28;40;0,7;0,7
"1690";"32006012073P0";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFU";"SAÚDE AMBIENTAL E SAÚDE DO TRABALHADOR";"MESTRADO PROF.";22;66;0,333333333333333;0,333333333333333
"1691";"32006012075P2";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ARTES CÊNICAS";"MESTRADO";27;40;0,675;0,675
"1692";"32006012076P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFU";"GESTÃO ORGANIZACIONAL";"MESTRADO PROF.";32;59;0,542372881355932;0,542372881355932
"1693";"32006012171P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;22;1;1
"1694";"32006012172P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;17;0,647058823529412;0,647058823529412
"1695";"32007019004P4";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"EVOLUÇÃO CRUSTAL E RECURSOS NATURAIS";"MESTRADO/DOUTORADO";11;44;0,25;0,25
"1696";"32007019005P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"5";"SUDESTE";"MG";"UFOP";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";7;38;0,184210526315789;0,184210526315789
"1697";"32007019006P7";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";"SUDESTE";"MG";"UFOP";"CIÊNCIAS BIOLÓGICAS";"MESTRADO/DOUTORADO";11;72;0,152777777777778;0,152777777777778
"1698";"32007019008P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"ENGENHARIA MINERAL";"MESTRADO/DOUTORADO";10;35;0,285714285714286;0,285714285714286
"1699";"32007019009P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFOP";"SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL";"MESTRADO PROF.";16;20;0,8;0,8
"1700";"32007019010P4";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2001;"PROFISSIONAL";"4";"SUDESTE";"MG";"UFOP";"ENGENHARIA GEOTÉCNICA";"MESTRADO PROF.";21;36;0,583333333333333;0,583333333333333
"1701";"32007019011P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUDESTE";"MG";"UFOP";"ENGENHARIA AMBIENTAL";"MESTRADO/DOUTORADO";20;32;0,625;0,625
"1702";"32007019012P7";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"ESTÉTICA E FILOSOFIA DA ARTE";"MESTRADO";25;43;0,581395348837209;0,581395348837209
"1703";"32007019013P3";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"GEOTECNIA";"MESTRADO/DOUTORADO";8;38;0,210526315789474;0,210526315789474
"1704";"32007019014P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";9;29;0,310344827586207;0,310344827586207
"1705";"32007019015P6";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"HISTÓRIA";"MESTRADO/DOUTORADO";9;62;0,145161290322581;0,145161290322581
"1706";"32007019016P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"ECOLOGIA DE BIOMAS TROPICAIS";"MESTRADO";17;28;0,607142857142857;0,607142857142857
"1707";"32007019018P5";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";"SUDESTE";"MG";"UFOP";"EDUCAÇÃO MATEMÁTICA";"MESTRADO PROF.";12;25;0,48;0,48
"1708";"32007019020P0";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";14;37;0,378378378378378;0,378378378378378
"1709";"32007019021P6";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"LETRAS: ESTUDOS DA LINGUAGEM";"MESTRADO";31;51;0,607843137254902;0,607843137254902
"1710";"32007019022P2";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"SAÚDE E NUTRIÇÃO";"MESTRADO";4;19;0,210526315789474;0,210526315789474
"1711";"32007019023P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"MG";"UFOP";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";35;60;0,583333333333333;0,583333333333333
"1712";"32007019024P5";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"EDUCAÇÃO";"MESTRADO";46;107;0,429906542056075;0,429906542056075
"1713";"32007019025P1";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"CIÊNCIAS";"MESTRADO";15;21;0,714285714285714;0,714285714285714
"1714";"32007019026P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFOP";"ENSINO DE CIÊNCIAS";"MESTRADO PROF.";18;48;0,375;0,375
"1715";"32007019028P0";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"ARTES CÊNICAS";"MESTRADO";35;37;0,945945945945946;0,945945945945946
"1716";"32007019029P7";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"QUÍMICA";"MESTRADO";20;20;1;1
"1717";"32007019049P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"COMUNICAÇÃO";"MESTRADO";35;45;0,777777777777778;0,777777777777778
"1718";"32007019050P6";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFOP";"ECONOMIA APLICADA";"MESTRADO";27;37;0,72972972972973;0,72972972972973
"1719";"32007019052P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;39;0,358974358974359;0,358974358974359
"1720";"32008015001P1";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";1988;"ACADÊMICO";"5";"SUDESTE";"MG";"PUC/MG";"LETRAS";"MESTRADO/DOUTORADO";21;75;0,28;0,28
"1721";"32008015002P8";"ENGENHARIAS IV";"ENGIV";"PARTICULAR";"PRIVADA";1996;"ACADÊMICO";"3";"SUDESTE";"MG";"PUC/MG";"ENGENHARIA ELÉTRICA";"MESTRADO";29;46;0,630434782608696;0,630434782608696
"1722";"32008015003P4";"GEOGRAFIA";"GEOG";"PARTICULAR";"PRIVADA";1996;"ACADÊMICO";"5";"SUDESTE";"MG";"PUC/MG";"GEOGRAFIA - TRATAMENTO DA INFORMAÇÃO ESPACIAL";"MESTRADO/DOUTORADO";26;50;0,52;0,52
"1723";"32008015004P0";"ENGENHARIAS III";"ENGIII";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";19;40;0,475;0,475
"1724";"32008015005P7";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"6";"SUDESTE";"MG";"PUC/MG";"DIREITO";"MESTRADO/DOUTORADO";12;153;0,0784313725490196;0,0784313725490196
"1725";"32008015006P3";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"EDUCAÇÃO";"MESTRADO/DOUTORADO";21;60;0,35;0,35
"1726";"32008015007P0";"SOCIOLOGIA";"SOCI";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";"SUDESTE";"MG";"PUC/MG";"CIÊNCIAS SOCIAIS";"MESTRADO/DOUTORADO";22;40;0,55;0,55
"1727";"32008015008P6";"BIODIVERSIDADE";"BIOD";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"BIOLOGIA DE VERTEBRADOS";"MESTRADO";24;41;0,585365853658537;0,585365853658537
"1728";"32008015009P2";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"ODONTOLOGIA";"MESTRADO/DOUTORADO";22;62;0,354838709677419;0,354838709677419
"1729";"32008015011P7";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"INFORMÁTICA";"MESTRADO/DOUTORADO";9;27;0,333333333333333;0,333333333333333
"1730";"32008015012P3";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"PSICOLOGIA";"MESTRADO/DOUTORADO";12;40;0,3;0,3
"1731";"32008015013P0";"ENSINO";"ENSI";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"4";"SUDESTE";"MG";"PUC/MG";"ENSINO";"MESTRADO PROF.";35;70;0,5;0,5
"1732";"32008015014P6";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";1999;"PROFISSIONAL";"4";"SUDESTE";"MG";"PUC/MG";"ODONTOLOGIA";"MESTRADO PROF.";21;30;0,7;0,7
"1733";"32008015015P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";25;57;0,43859649122807;0,43859649122807
"1734";"32008015016P9";"COMUNICAÇÃO E INFORMAÇÃO";"31";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"PUC/MG";"COMUNICAÇÃO SOCIAL: INTERAÇÕES MIDIÁTICAS";"MESTRADO";24;40;0,6;0,6
"1735";"32008015017P5";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"5";"SUDESTE";"MG";"PUC/MG";"RELAÇÕES INTERNACIONAIS: POLÍTICA INTERNACIONAL";"MESTRADO/DOUTORADO";30;74;0,405405405405405;0,405405405405405
