"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QFDPD";"QFDPM";"QFDPG";"QPPP";"DFDDo";"DFDM";"DFDG";"FCDo"
"2071";"33002010113P9";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"LETRAS (LÍNGUA ESPANHOLA E LIT. ESPANHOLA E HISPANO-AMERIC.)";"MESTRADO/DOUTORADO";5;5;9;15;0,333333333333333;0,333333333333333;0,6;0,422222222222222
"2072";"33002010115P1";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ORTOPEDIA E TRAUMATOLOGIA";"MESTRADO/DOUTORADO";9;9;9;33;0,272727272727273;0,272727272727273;0,272727272727273;0,272727272727273
"2073";"33002010116P8";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";1982;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ECOLOGIA";"MESTRADO/DOUTORADO";14;11;6;25;0,56;0,44;0,24;0,413333333333333
"2074";"33002010117P4";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"NEFROLOGIA";"MESTRADO/DOUTORADO";8;4;5;23;0,347826086956522;0,173913043478261;0,217391304347826;0,246376811594203
"2075";"33002010118P0";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1982;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"PNEUMOLOGIA";"DOUTORADO";6;1;1;19;0,315789473684211;0,0526315789473684;0,0526315789473684;0,140350877192982
"2076";"33002010119P7";"DIREITO";"DIRE";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"DIREITO";"MESTRADO/DOUTORADO";8;13;16;146;0,0547945205479452;0,089041095890411;0,10958904109589;0,0844748858447489
"2077";"33002010120P5";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";1981;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ENFERMAGEM";"DOUTORADO";6;6;4;16;0,375;0,375;0,25;0,333333333333333
"2078";"33002010121P1";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"IMUNOLOGIA";"MESTRADO/DOUTORADO";11;8;9;28;0,392857142857143;0,285714285714286;0,321428571428571;0,333333333333333
"2079";"33002010122P8";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"OFTALMOLOGIA";"DOUTORADO";3;NA;3;12;0,25;NA;0,25;NA
"2080";"33002010123P4";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"EPIDEMIOLOGIA EXPERIMENTAL APLICADA ÀS ZOONOSES";"MESTRADO/DOUTORADO";9;7;4;21;0,428571428571429;0,333333333333333;0,19047619047619;0,317460317460317
"2081";"33002010124P0";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"METEOROLOGIA";"MESTRADO/DOUTORADO";8;7;5;19;0,421052631578947;0,368421052631579;0,263157894736842;0,350877192982456
"2082";"33002010125P7";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CARDIOLOGIA";"DOUTORADO";11;3;5;34;0,323529411764706;0,0882352941176471;0,147058823529412;0,186274509803922
"2083";"33002010126P3";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"GEOCIÊNCIAS (RECURSOS MINERAIS E HIDROGEOLOGIA)";"MESTRADO/DOUTORADO";7;6;5;18;0,388888888888889;0,333333333333333;0,277777777777778;0,333333333333333
"2084";"33002010127P0";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1986;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"GEOCIÊNCIAS (GEOQUÍMICA E GEOTECTÔNICA)";"MESTRADO/DOUTORADO";13;13;7;29;0,448275862068966;0,448275862068966;0,241379310344828;0,379310344827586
"2085";"33002010129P2";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"UROLOGIA";"MESTRADO/DOUTORADO";9;5;4;18;0,5;0,277777777777778;0,222222222222222;0,333333333333333
"2086";"33002010130P0";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";16;14;14;39;0,41025641025641;0,358974358974359;0,358974358974359;0,376068376068376
"2087";"33002010131P7";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA MINERAL";"MESTRADO/DOUTORADO";5;6;4;8;0,625;0,75;0,5;0,625
"2088";"33002010132P3";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ANESTESIOLOGIA";"DOUTORADO";9;7;6;21;0,428571428571429;0,333333333333333;0,285714285714286;0,349206349206349
"2089";"33002010133P0";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"RADIOLOGIA";"DOUTORADO";4;2;3;18;0,222222222222222;0,111111111111111;0,166666666666667;0,166666666666667
"2090";"33002010134P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"INTEGRAÇÃO DA AMÉRICA LATINA";"MESTRADO/DOUTORADO";13;11;19;27;0,481481481481481;0,407407407407407;0,703703703703704;0,530864197530864
"2091";"33002010138P1";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"ODONTOLOGIA (DIAGNÓSTICO BUCAL)";"MESTRADO/DOUTORADO";6;9;5;14;0,428571428571429;0,642857142857143;0,357142857142857;0,476190476190476
"2092";"33002010141P2";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ODONTOLOGIA (DENTÍSTICA)";"MESTRADO/DOUTORADO";5;6;2;25;0,2;0,24;0,08;0,173333333333333
"2093";"33002010145P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIA AMBIENTAL";"MESTRADO/DOUTORADO";22;22;19;25;0,88;0,88;0,76;0,84
"2094";"33002010149P3";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ENERGIA";"MESTRADO/DOUTORADO";15;14;12;18;0,833333333333333;0,777777777777778;0,666666666666667;0,759259259259259
"2095";"33002010150P1";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CLÍNICA VETERINÁRIA";"MESTRADO/DOUTORADO";6;7;4;13;0,461538461538462;0,538461538461538;0,307692307692308;0,435897435897436
"2096";"33002010151P8";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"ESTADUAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ARQUEOLOGIA";"MESTRADO/DOUTORADO";14;10;8;19;0,736842105263158;0,526315789473684;0,421052631578947;0,56140350877193
"2097";"33002010154P7";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ONCOLOGIA";"MESTRADO/DOUTORADO";12;7;12;24;0,5;0,291666666666667;0,5;0,430555555555556
"2098";"33002010155P3";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1992;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"CLÍNICA CIRÚRGICA VETERINÁRIA";"MESTRADO/DOUTORADO";7;6;6;14;0,5;0,428571428571429;0,428571428571429;0,452380952380952
"2099";"33002010156P0";"BIOTECNOLOGIA";"BIOT";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";22;19;17;55;0,4;0,345454545454545;0,309090909090909;0,351515151515152
"2100";"33002010161P3";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MEDICINA (CIRURGIA TORÁCICA E CARDIOVASCULAR)";"DOUTORADO";4;3;4;13;0,307692307692308;0,230769230769231;0,307692307692308;0,282051282051282
"2101";"33002010162P0";"PSICOLOGIA";"PSICO";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"NEUROCIÊNCIAS E COMPORTAMENTO";"MESTRADO/DOUTORADO";14;10;14;23;0,608695652173913;0,434782608695652;0,608695652173913;0,550724637681159
"2102";"33002010163P6";"NUTRIÇÃO";"NUTR";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"NUTRIÇÃO HUMANA APLICADA";"MESTRADO/DOUTORADO";3;3;4;6;0,5;0,5;0,666666666666667;0,555555555555555
"2103";"33002010165P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ZOOTECNIA";"MESTRADO/DOUTORADO";13;15;8;25;0,52;0,6;0,32;0,48
"2104";"33002010168P8";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"LETRAS (EST.COMP. DE LITER. DE LÍNGUA PORTUGUESA)";"MESTRADO/DOUTORADO";6;8;10;21;0,285714285714286;0,380952380952381;0,476190476190476;0,380952380952381
"2105";"33002010171P9";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";23;13;9;41;0,560975609756098;0,317073170731707;0,219512195121951;0,365853658536585
"2106";"33002010172P5";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIAS (FISIOLOGIA HUMANA)";"MESTRADO/DOUTORADO";11;8;9;21;0,523809523809524;0,380952380952381;0,428571428571429;0,444444444444444
"2107";"33002010174P8";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"CIÊNCIAS (FISIOLOGIA GERAL)";"MESTRADO/DOUTORADO";8;6;7;13;0,615384615384615;0,461538461538462;0,538461538461538;0,538461538461538
"2108";"33002010175P4";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1996;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"LETRAS (LÍNGUA LITERATURA E CULTURA JAPONESA)";"MESTRADO";11;7;8;13;0,846153846153846;0,538461538461538;0,615384615384615;0,666666666666667
"2109";"33002010176P0";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";16;9;16;31;0,516129032258065;0,290322580645161;0,516129032258065;0,440860215053763
"2110";"33002010177P7";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS (FISIOPATOLOGIA EXPERIMENTAL)";"MESTRADO/DOUTORADO";24;18;15;47;0,51063829787234;0,382978723404255;0,319148936170213;0,404255319148936
"2111";"33002010182P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"CIÊNCIAS DA REABILITAÇÃO";"MESTRADO/DOUTORADO";13;15;9;20;0,65;0,75;0,45;0,616666666666667
"2112";"33002010184P3";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"LITERATURA E CULTURA RUSSA";"MESTRADO/DOUTORADO";7;3;8;9;0,777777777777778;0,333333333333333;0,888888888888889;0,666666666666667
"2113";"33002010185P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ESTÉTICA E HISTÓRIA DA ARTE";"MESTRADO/DOUTORADO";10;15;13;19;0,526315789473684;0,789473684210526;0,684210526315789;0,666666666666667
"2114";"33002010186P6";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"ENFERMAGEM NA SAÚDE DO ADULTO";"MESTRADO/DOUTORADO";5;6;2;18;0,277777777777778;0,333333333333333;0,111111111111111;0,240740740740741
"2115";"33002010188P9";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"BIOINFORMÁTICA";"MESTRADO/DOUTORADO";11;7;14;21;0,523809523809524;0,333333333333333;0,666666666666667;0,507936507936508
"2116";"33002010190P3";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA DE SISTEMAS LOGÍSTICOS";"MESTRADO";5;7;8;11;0,454545454545455;0,636363636363636;0,727272727272727;0,606060606060606
"2117";"33002010191P0";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"QUIMICA";"MESTRADO/DOUTORADO";11;8;16;58;0,189655172413793;0,137931034482759;0,275862068965517;0,201149425287356
"2118";"33002010192P6";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";2000;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"ENGENHARIA AUTOMOTIVA";"MESTRADO PROF.";7;5;4;14;0,5;0,357142857142857;0,285714285714286;0,380952380952381
"2119";"33002010194P9";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS DA REABILITAÇÃO";"MESTRADO/DOUTORADO";13;14;7;29;0,448275862068966;0,482758620689655;0,241379310344828;0,390804597701149
"2120";"33002010195P5";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIA DA INFORMAÇÃO";"MESTRADO/DOUTORADO";8;11;15;21;0,380952380952381;0,523809523809524;0,714285714285714;0,53968253968254
"2121";"33002010198P4";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ARTES VISUAIS";"MESTRADO/DOUTORADO";8;9;15;22;0,363636363636364;0,409090909090909;0,681818181818182;0,484848484848485
"2122";"33002010199P0";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"NUTRIÇÃO EM SAÚDE PÚBLICA";"MESTRADO/DOUTORADO";8;8;7;22;0,363636363636364;0,363636363636364;0,318181818181818;0,348484848484848
"2123";"33002010200P9";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ARTES CÊNICAS";"MESTRADO/DOUTORADO";8;6;18;21;0,380952380952381;0,285714285714286;0,857142857142857;0,507936507936508
"2124";"33002010202P1";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA";"DOUTORADO";8;4;6;17;0,470588235294118;0,235294117647059;0,352941176470588;0,352941176470588
"2125";"33002010203P8";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MÚSICA";"MESTRADO/DOUTORADO";9;9;18;29;0,310344827586207;0,310344827586207;0,620689655172414;0,413793103448276
"2126";"33002010204P4";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MEDICINA TROPICAL";"MESTRADO/DOUTORADO";13;10;6;19;0,684210526315789;0,526315789473684;0,315789473684211;0,508771929824561
"2127";"33002010208P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"RELAÇÕES INTERNACIONAIS";"MESTRADO/DOUTORADO";8;14;11;18;0,444444444444444;0,777777777777778;0,611111111111111;0,611111111111111
"2128";"33002010209P6";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA DE ALIMENTOS";"MESTRADO/DOUTORADO";11;12;6;18;0,611111111111111;0,666666666666667;0,333333333333333;0,537037037037037
"2129";"33002010210P4";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"CULTURAS E IDENTIDADES BRASILEIRAS";"MESTRADO";13;9;15;14;0,928571428571429;0,642857142857143;1,07142857142857;0,880952380952381
"2130";"33002010211P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"MODELAGEM DE SISTEMAS COMPLEXOS";"MESTRADO";10;7;12;18;0,555555555555556;0,388888888888889;0,666666666666667;0,537037037037037
"2131";"33002010212P7";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MEIOS E PROCESSOS AUDIOVISUAIS";"MESTRADO/DOUTORADO";11;11;13;15;0,733333333333333;0,733333333333333;0,866666666666667;0,777777777777778
"2132";"33002010213P3";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"GERENCIAMENTO EM ENFERMAGEM";"MESTRADO/DOUTORADO";3;2;3;15;0,2;0,133333333333333;0,2;0,177777777777778
"2133";"33002010214P0";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"SISTEMAS DE INFORMAÇÃO";"MESTRADO";8;6;8;12;0,666666666666667;0,5;0,666666666666667;0,611111111111111
"2134";"33002010216P2";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ESTUDOS JUDAICOS E ARABES";"MESTRADO/DOUTORADO";10;12;11;14;0,714285714285714;0,857142857142857;0,785714285714286;0,785714285714286
"2135";"33002010217P9";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"ESTUDOS CULTURAIS";"MESTRADO";17;19;18;28;0,607142857142857;0,678571428571429;0,642857142857143;0,642857142857143
"2136";"33002010218P5";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MUDANÇA SOCIAL E PARTICIPAÇÃO POLÍTICA";"MESTRADO";12;11;12;18;0,666666666666667;0,611111111111111;0,666666666666667;0,648148148148148
"2137";"33002010219P1";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"OCEANOGRAFIA";"MESTRADO/DOUTORADO";15;10;13;39;0,384615384615385;0,256410256410256;0,333333333333333;0,324786324786325
"2138";"33002010220P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"TÊXTIL E MODA";"MESTRADO";13;11;18;15;0,866666666666667;0,733333333333333;1,2;0,933333333333333
"2139";"33002010221P6";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"SISTEMÁTICA, TAXONOMIA ANIMAL E BIODIVERSIDADE";"MESTRADO/DOUTORADO";6;6;4;16;0,375;0,375;0,25;0,333333333333333
"2140";"33002010222P2";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS EM GASTROENTEROLOGIA";"MESTRADO/DOUTORADO";9;6;4;28;0,321428571428571;0,214285714285714;0,142857142857143;0,226190476190476
"2141";"33002010223P9";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"ENSINO DE MATEMÁTICA";"MESTRADO PROF.";8;4;6;24;0,333333333333333;0,166666666666667;0,25;0,25
"2142";"33002010224P5";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ESTUDOS DA TRADUÇÃO";"MESTRADO/DOUTORADO";5;7;10;16;0,3125;0,4375;0,625;0,458333333333333
"2143";"33002010225P1";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"TECNOLOGIA EM QUÍMICA E BIOQUÍMICA";"MESTRADO PROF.";9;5;6;16;0,5625;0,3125;0,375;0,416666666666667
"2144";"33002010226P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"MUSEOLOGIA";"MESTRADO";10;14;10;15;0,666666666666667;0,933333333333333;0,666666666666667;0,755555555555556
"2145";"33002010227P4";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES";"MESTRADO/DOUTORADO";15;15;14;23;0,652173913043478;0,652173913043478;0,608695652173913;0,63768115942029
"2146";"33002010228P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"SUSTENTABILIDADE";"MESTRADO/DOUTORADO";19;16;15;22;0,863636363636364;0,727272727272727;0,681818181818182;0,757575757575757
"2147";"33002010229P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"5";"SUDESTE";"SP";"USP";"AMBIENTE, SAÚDE E SUSTENTABILIDADE";"MESTRADO PROF.";7;11;11;17;0,411764705882353;0,647058823529412;0,647058823529412;0,568627450980392
"2148";"33002010231P1";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"ENFERMAGEM NA ATENÇÃO PRIMÁRIA EM SAÚDE NO SUS";"MESTRADO PROF.";5;6;4;11;0,454545454545455;0,545454545454545;0,363636363636364;0,454545454545455
"2149";"33002010232P8";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"GESTÃO DE POLÍTICAS PÚBLICAS";"MESTRADO";8;8;7;13;0,615384615384615;0,615384615384615;0,538461538461538;0,58974358974359
"2150";"33002010233P4";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"INOVAÇÃO NA CONSTRUÇÃO CIVIL";"MESTRADO PROF.";6;7;6;19;0,315789473684211;0,368421052631579;0,315789473684211;0,333333333333333
"2151";"33002010234P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"ENSINO DE ASTRONOMIA";"MESTRADO PROF.";4;3;2;11;0,363636363636364;0,272727272727273;0,181818181818182;0,272727272727273
"2152";"33002010235P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"GESTÃO E INOVAÇÃO NA INDÚSTRIA ANIMAL";"MESTRADO PROF.";14;13;14;20;0,7;0,65;0,7;0,683333333333333
"2153";"33002010236P3";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"SAÚDE GLOBAL E SUSTENTABILIDADE";"DOUTORADO";5;8;11;12;0,416666666666667;0,666666666666667;0,916666666666667;0,666666666666667
"2154";"33002010237P0";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"FORMAÇÃO INTERDISCIPLINAR EM SAÚDE";"MESTRADO PROF.";11;12;8;22;0,5;0,545454545454545;0,363636363636364;0,46969696969697
"2155";"33002010238P6";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"BIOCIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";16;13;5;20;0,8;0,65;0,25;0,566666666666667
"2156";"33002010239P2";"MATERIAIS";"MATE";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA E CIÊNCIA DE MATERIAIS";"MESTRADO/DOUTORADO";8;7;5;12;0,666666666666667;0,583333333333333;0,416666666666667;0,555555555555556
"2157";"33002010240P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"EMPREENDEDORISMO";"MESTRADO PROF.";9;6;11;18;0,5;0,333333333333333;0,611111111111111;0,481481481481481
