"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QFDPD";"QFDPM";"QFDPG";"QPPP";"DFDDo";"DFDM";"DFDG";"FCDo"
"2158";"33002010241P7";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"CIÊNCIAS DA ATIVIDADE FÍSICA";"MESTRADO";12;10;6;18;0,666666666666667;0,555555555555556;0,333333333333333;0,518518518518518
"2159";"33002010242P3";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"EPIDEMIOLOGIA";"DOUTORADO";13;16;7;24;0,541666666666667;0,666666666666667;0,291666666666667;0,5
"2160";"33002010243P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"TURISMO";"MESTRADO";10;11;8;13;0,769230769230769;0,846153846153846;0,615384615384615;0,743589743589744
"2161";"33002010244P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"GERONTOLOGIA";"MESTRADO";11;12;12;16;0,6875;0,75;0,75;0,729166666666667
"2162";"33002010245P2";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"MESTRADO PROFISSIONAL EM ACONSELHAMENTO GENÉTICO E GENÔMICA HUMANA";"MESTRADO PROF.";4;4;4;11;0,363636363636364;0,363636363636364;0,363636363636364;0,363636363636364
"2163";"33002010246P9";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"ENTOMOLOGIA EM SAÚDE PÚBLICA";"MESTRADO PROF.";6;7;7;11;0,545454545454545;0,636363636363636;0,636363636363636;0,606060606060606
"2164";"33002010247P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;2;9;0,555555555555556;0,666666666666667;0,222222222222222;0,481481481481482
"2165";"33002010248P1";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"GESTÃO DA INFORMAÇÃO";"MESTRADO PROF.";6;10;10;18;0,333333333333333;0,555555555555556;0,555555555555556;0,481481481481481
"2166";"33002010249P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;10;9;14;0,642857142857143;0,714285714285714;0,642857142857143;0,666666666666667
"2167";"33002010250P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;1;3;14;0,5;0,0714285714285714;0,214285714285714;0,261904761904762
"2168";"33002037024P7";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/ESALQ";"BIOENERGIA USP, UNICAMP E UNESP";"DOUTORADO";31;23;19;41;0,75609756097561;0,560975609756098;0,463414634146341;0,59349593495935
"2169";"33002045070P4";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP/SC";"MESTRADO PROFISSIONAL EM REDE NACIONAL PARA ENSINO DAS CIÊNCIAS AMBIENTAIS";"MESTRADO PROF.";52;56;33;101;0,514851485148515;0,554455445544555;0,326732673267327;0,465346534653465
"2170";"33002088001P4";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/EEL";"ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";11;5;8;16;0,6875;0,3125;0,5;0,5
"2171";"33002088002P0";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/EEL";"ENGENHARIA QUÍMICA";"MESTRADO";8;8;6;15;0,533333333333333;0,533333333333333;0,4;0,488888888888889
"2172";"33002088003P7";"BIOTECNOLOGIA";"BIOT";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"SP";"USP/EEL";"BIOTECNOLOGIA INDUSTRIAL";"MESTRADO/DOUTORADO";10;9;7;16;0,625;0,5625;0,4375;0,541666666666667
"2173";"33002088004P3";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP/EEL";"PROJETOS EDUCACIONAIS DE CIÊNCIAS";"MESTRADO PROF.";12;9;11;14;0,857142857142857;0,642857142857143;0,785714285714286;0,761904761904762
"2174";"33003017001P2";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"EDUCAÇÃO";"MESTRADO/DOUTORADO";22;32;32;103;0,213592233009709;0,310679611650485;0,310679611650485;0,27831715210356
"2175";"33003017002P9";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"FÍSICA";"MESTRADO/DOUTORADO";14;7;7;85;0,164705882352941;0,0823529411764706;0,0823529411764706;0,109803921568627
"2176";"33003017003P5";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"MATEMÁTICA";"MESTRADO/DOUTORADO";6;7;8;38;0,157894736842105;0,184210526315789;0,210526315789474;0,184210526315789
"2177";"33003017004P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"MATEMÁTICA APLICADA";"MESTRADO/DOUTORADO";11;11;7;36;0,305555555555556;0,305555555555556;0,194444444444444;0,268518518518519
"2178";"33003017005P8";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";12;11;15;43;0,27906976744186;0,255813953488372;0,348837209302326;0,294573643410853
"2179";"33003017006P4";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ESTATÍSTICA";"MESTRADO/DOUTORADO";8;4;9;22;0,363636363636364;0,181818181818182;0,409090909090909;0,318181818181818
"2180";"33003017007P0";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"QUÍMICA";"MESTRADO/DOUTORADO";20;17;20;92;0,217391304347826;0,184782608695652;0,217391304347826;0,206521739130435
"2181";"33003017009P3";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"BIOLOGIA VEGETAL";"MESTRADO/DOUTORADO";12;10;4;24;0,5;0,416666666666667;0,166666666666667;0,361111111111111
"2182";"33003017010P1";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"ECOLOGIA";"MESTRADO/DOUTORADO";11;10;6;24;0,458333333333333;0,416666666666667;0,25;0,375
"2183";"33003017015P3";"SOCIOLOGIA";"SOCI";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"SOCIOLOGIA";"MESTRADO/DOUTORADO";4;7;10;18;0,222222222222222;0,388888888888889;0,555555555555556;0,388888888888889
"2184";"33003017016P0";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"ANTROPOLOGIA SOCIAL";"MESTRADO/DOUTORADO";9;7;9;22;0,409090909090909;0,318181818181818;0,409090909090909;0,378787878787879
"2185";"33003017017P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";3;3;3;15;0,2;0,2;0,2;0,2
"2186";"33003017019P9";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"HISTÓRIA";"MESTRADO/DOUTORADO";13;14;8;33;0,393939393939394;0,424242424242424;0,242424242424242;0,353535353535354
"2187";"33003017020P7";"ECONOMIA";"ECON";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"CIÊNCIA ECONÔMICA";"MESTRADO/DOUTORADO";9;8;11;25;0,36;0,32;0,44;0,373333333333333
"2188";"33003017021P3";"ENGENHARIAS IV";"ENGIV";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";19;11;12;75;0,253333333333333;0,146666666666667;0,16;0,186666666666667
"2189";"33003017022P0";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";24;11;18;71;0,338028169014085;0,154929577464789;0,253521126760563;0,248826291079812
"2190";"33003017023P6";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1979;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";25;21;11;63;0,396825396825397;0,333333333333333;0,174603174603175;0,301587301587302
"2191";"33003017024P2";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"GENÉTICA E BIOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";25;16;10;41;0,609756097560976;0,390243902439024;0,24390243902439;0,414634146341463
"2192";"33003017026P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";14;16;13;30;0,466666666666667;0,533333333333333;0,433333333333333;0,477777777777778
"2193";"33003017027P1";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"CIÊNCIA DE ALIMENTOS";"MESTRADO/DOUTORADO";6;4;7;16;0,375;0,25;0,4375;0,354166666666667
"2194";"33003017028P8";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";3;7;4;13;0,230769230769231;0,538461538461538;0,307692307692308;0,358974358974359
"2195";"33003017029P4";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA DE ALIMENTOS";"MESTRADO/DOUTORADO";7;3;3;19;0,368421052631579;0,157894736842105;0,157894736842105;0,228070175438596
"2196";"33003017030P2";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"LINGÜÍSTICA";"MESTRADO/DOUTORADO";7;7;11;36;0,194444444444444;0,194444444444444;0,305555555555556;0,231481481481481
"2197";"33003017031P9";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"TEORIA E HISTÓRIA LITERÁRIA";"MESTRADO/DOUTORADO";14;15;13;22;0,636363636363636;0,681818181818182;0,590909090909091;0,636363636363636
"2198";"33003017033P1";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"BIOLOGIA CELULAR E ESTRUTURAL";"MESTRADO/DOUTORADO";13;11;7;26;0,5;0,423076923076923;0,269230769230769;0,397435897435897
"2199";"33003017034P8";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";12;8;10;43;0,27906976744186;0,186046511627907;0,232558139534884;0,232558139534884
"2200";"33003017038P3";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"GEOCIÊNCIAS";"MESTRADO/DOUTORADO";11;8;8;21;0,523809523809524;0,380952380952381;0,380952380952381;0,428571428571429
"2201";"33003017039P0";"SOCIOLOGIA";"SOCI";"ESTADUAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CIÊNCIAS SOCIAIS";"DOUTORADO";11;14;16;34;0,323529411764706;0,411764705882353;0,470588235294118;0,401960784313726
"2202";"33003017040P8";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1985;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"BIOLOGIA FUNCIONAL E MOLECULAR";"MESTRADO/DOUTORADO";14;10;12;31;0,451612903225806;0,32258064516129;0,387096774193548;0,387096774193548
"2203";"33003017041P4";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1986;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";17;22;19;47;0,361702127659574;0,468085106382979;0,404255319148936;0,411347517730496
"2204";"33003017042P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ALIMENTOS E NUTRIÇÃO";"MESTRADO/DOUTORADO";5;6;6;11;0,454545454545455;0,545454545454545;0,545454545454545;0,515151515151515
"2205";"33003017043P7";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"LINGÜÍSTICA APLICADA";"MESTRADO/DOUTORADO";6;7;10;18;0,333333333333333;0,388888888888889;0,555555555555556;0,425925925925926
"2206";"33003017044P3";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";1986;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"MULTIMEIOS";"MESTRADO/DOUTORADO";8;9;9;10;0,8;0,9;0,9;0,866666666666667
"2207";"33003017046P6";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"EDUCAÇÃO FÍSICA";"MESTRADO/DOUTORADO";13;11;10;36;0,361111111111111;0,305555555555556;0,277777777777778;0,314814814814815
"2208";"33003017047P2";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"POLÍTICA CIENTÍFICA E TECNOLÓGICA";"MESTRADO/DOUTORADO";10;10;11;19;0,526315789473684;0,526315789473684;0,578947368421053;0,543859649122807
"2209";"33003017049P5";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"3";"SUDESTE";"SP";"UNICAMP";"PLANEJAMENTO DE SISTEMAS ENERGÉTICOS";"MESTRADO/DOUTORADO";7;7;10;13;0,538461538461538;0,538461538461538;0,769230769230769;0,615384615384615
"2210";"33003017051P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1989;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"FARMACOLOGIA";"MESTRADO/DOUTORADO";10;8;10;16;0,625;0,5;0,625;0,583333333333333
"2211";"33003017052P6";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"BIOLOGIA ANIMAL";"MESTRADO/DOUTORADO";13;13;10;27;0,481481481481481;0,481481481481481;0,37037037037037;0,444444444444444
"2212";"33003017054P9";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"SAÚDE DA CRIANÇA E DO ADOLESCENTE";"MESTRADO/DOUTORADO";13;11;6;30;0,433333333333333;0,366666666666667;0,2;0,333333333333333
"2213";"33003017058P4";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";9;8;8;21;0,428571428571429;0,380952380952381;0,380952380952381;0,396825396825397
"2214";"33003017061P5";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"ESTADUAL";"PÚBLICA";1993;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"DEMOGRAFIA";"MESTRADO/DOUTORADO";5;7;6;12;0,416666666666667;0,583333333333333;0,5;0,5
"2215";"33003017062P1";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"TOCOGINECOLOGIA";"MESTRADO/DOUTORADO";7;8;9;27;0,259259259259259;0,296296296296296;0,333333333333333;0,296296296296296
"2216";"33003017063P8";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CIÊNCIAS DA CIRURGIA";"MESTRADO/DOUTORADO";9;11;8;36;0,25;0,305555555555556;0,222222222222222;0,259259259259259
"2217";"33003017065P0";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1992;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"CLÍNICA MÉDICA";"MESTRADO/DOUTORADO";20;9;13;63;0,317460317460317;0,142857142857143;0,206349206349206;0,222222222222222
"2218";"33003017066P7";"FILOSOFIA";"FILO";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUDESTE";"SP";"UNICAMP";"FILOSOFIA";"MESTRADO/DOUTORADO";7;5;12;24;0,291666666666667;0,208333333333333;0,5;0,333333333333333
"2219";"33003017069P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"GERONTOLOGIA";"MESTRADO/DOUTORADO";11;11;12;17;0,647058823529412;0,647058823529412;0,705882352941177;0,666666666666667
"2220";"33003017071P0";"ECONOMIA";"ECON";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"DESENVOLVIMENTO ECONÔMICO";"MESTRADO/DOUTORADO";15;14;17;32;0,46875;0,4375;0,53125;0,479166666666667
"2221";"33003017072P7";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ENFERMAGEM";"MESTRADO/DOUTORADO";6;8;1;25;0,24;0,32;0,04;0,2
"2222";"33003017076P2";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"CIÊNCIAS E ENGENHARIA DE PETRÓLEO";"MESTRADO/DOUTORADO";10;8;8;15;0,666666666666667;0,533333333333333;0,533333333333333;0,577777777777778
"2223";"33003017077P9";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"MÚSICA";"MESTRADO/DOUTORADO";18;13;13;31;0,580645161290323;0,419354838709677;0,419354838709677;0,473118279569892
"2224";"33003017078P5";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"7";"SUDESTE";"SP";"UNICAMP";"FISIOPATOLOGIA MÉDICA";"MESTRADO/DOUTORADO";10;5;5;22;0,454545454545455;0,227272727272727;0,227272727272727;0,303030303030303
"2225";"33003017080P0";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"GEOGRAFIA";"MESTRADO/DOUTORADO";5;9;4;20;0,25;0,45;0,2;0,3
"2226";"33003017081P6";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2004;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"ENSINO E HISTÓRIA DE CIÊNCIAS DA TERRA";"MESTRADO/DOUTORADO";13;10;15;20;0,65;0,5;0,75;0,633333333333333
"2227";"33003017082P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2004;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"AMBIENTE E SOCIEDADE";"DOUTORADO";14;14;11;18;0,777777777777778;0,777777777777778;0,611111111111111;0,722222222222222
"2228";"33003017085P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";2006;"PROFISSIONAL";"4";"SUDESTE";"SP";"UNICAMP";"MATEMÁTICA APLICADA E COMPUTACIONAL";"MESTRADO PROF.";10;11;9;29;0,344827586206897;0,379310344827586;0,310344827586207;0,344827586206897
"2229";"33003017086P8";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"5";"SUDESTE";"SP";"UNICAMP";"DIVULGAÇÃO CIENTÍFICA E CULTURAL";"MESTRADO";14;11;13;24;0,583333333333333;0,458333333333333;0,541666666666667;0,527777777777778
"2230";"33003017090P5";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUDESTE";"SP";"UNICAMP";"SAÚDE COLETIVA: POLÍTICAS E GESTÃO EM SAÚDE";"MESTRADO PROF.";6;10;9;23;0,260869565217391;0,434782608695652;0,391304347826087;0,36231884057971
"2231";"33003017091P1";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"BIOCIÊNCIAS E TECNOLOGIA DE PRODUTOS BIOATIVOS";"MESTRADO/DOUTORADO";13;13;14;24;0,541666666666667;0,541666666666667;0,583333333333333;0,555555555555555
"2232";"33003017092P8";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"MULTIUNIDADES EM ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO/DOUTORADO";14;13;9;23;0,608695652173913;0,565217391304348;0,391304347826087;0,521739130434783
"2233";"33003017093P4";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"ARTES VISUAIS";"MESTRADO/DOUTORADO";11;10;15;18;0,611111111111111;0,555555555555556;0,833333333333333;0,666666666666667
"2234";"33003017094P0";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"ARTES DA CENA";"MESTRADO/DOUTORADO";8;10;17;23;0,347826086956522;0,434782608695652;0,739130434782609;0,507246376811594
"2235";"33003017095P7";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"ARQUITETURA, TECNOLOGIA E CIDADE";"MESTRADO/DOUTORADO";11;13;7;22;0,5;0,590909090909091;0,318181818181818;0,46969696969697
"2236";"33003017096P3";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"SP";"UNICAMP";"SAÚDE, INTERDISCIPLINARIDADE E REABILITAÇÃO";"MESTRADO/DOUTORADO";15;16;10;21;0,714285714285714;0,761904761904762;0,476190476190476;0,650793650793651
"2237";"33003017097P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;3;10;0,6;0,7;0,3;0,533333333333333
"2238";"33003017098P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;3;13;0,307692307692308;0,153846153846154;0,230769230769231;0,230769230769231
"2239";"33003017170P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;6;7;19;0,473684210526316;0,315789473684211;0,368421052631579;0,385964912280702
"2240";"33003017171P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;14;5;37;0,513513513513513;0,378378378378378;0,135135135135135;0,342342342342342
"2241";"33003017172P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;13;20;32;0,40625;0,40625;0,625;0,479166666666667
"2242";"33003017173P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;13;10;20;0,5;0,65;0,5;0,55
"2243";"33004013069P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"4";"SUDESTE";"SP";"UNESP/IS";"GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA";"MESTRADO PROF.";70;65;32;144;0,486111111111111;0,451388888888889;0,222222222222222;0,386574074074074
"2244";"33004110044P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"5";"SUDESTE";"SP";"UNESP/MAR";"RELAÇÕES INTERNACIONAIS (UNESP - UNICAMP - PUC-SP)";"MESTRADO/DOUTORADO";12;11;13;21;0,571428571428571;0,523809523809524;0,619047619047619;0,571428571428572
"2245";"33004137068P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;22;14;95;0,263157894736842;0,231578947368421;0,147368421052632;0,214035087719298
"2246";"33005010001P9";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1971;"ACADÊMICO";"4";"SUDESTE";"SP";"PUC/SP";"EDUCAÇÃO: HISTÓRIA, POLÍTICA, SOCIEDADE";"MESTRADO/DOUTORADO";7;9;5;12;0,583333333333333;0,75;0,416666666666667;0,583333333333333
