"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QIP";"QPP";"DIPP";"DFPP";"QMP";"DFCP";"CC"
"1141";"31001017154P5";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"CIÊNCIA E TECNOLOGIA FARMACÊUTICA";"MESTRADO PROF.";6;32;0,1875;1,58823529411765;1,35294117647059;1,17156862745098;0,67953431372549
"1142";"31001017155P1";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFRJ";"ENSINO DE HISTÓRIA";"MESTRADO PROF.";13;122;0,10655737704918;1,27210884353742;1,38095238095238;1,05660835762877;0,581582867338973
"1143";"31001017156P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"ENSINO DE QUÍMICA";"MESTRADO PROF.";2;5;0,4;2,66666666666667;4,33333333333333;0,633333333333333;0,516666666666667
"1144";"31001017157P4";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"ARTES DA CENA";"MESTRADO";5;28;0,178571428571429;1,35294117647059;1,17647058823529;1,11764705882353;0,648109243697479
"1145";"31001017158P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA DA NANOTECNOLOGIA";"MESTRADO/DOUTORADO";4;12;0,333333333333333;1,36363636363636;1,54545454545455;0,924242424242424;0,628787878787879
"1146";"31001017160P5";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"POLÍTICAS PÚBLICAS EM DIREITOS HUMANOS";"MESTRADO";1;2;0,5;1,43478260869565;1,3695652173913;1,12060041407867;0,810300207039337
"1147";"31001017161P1";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRJ";"GEOCIÊNCIAS: PATRIMÔNIO GEOPALEONTOLÓGICO";"MESTRADO";1;1;1;1,5;2,66666666666667;0,622222222222222;0,811111111111111
"1148";"31001017165P7";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"MESTRADO PROFISSIONAL EM ATENÇÃO PSICOSSOCIAL";"MESTRADO PROF.";1;2;0,5;2;2,11111111111111;0,944444444444444;0,722222222222222
"1149";"31001017166P3";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"CRIAÇÃO E PRODUÇÃO DE CONTEÚDOS DIGITAIS";"MESTRADO PROF.";2;3;0,666666666666667;1,31578947368421;1,31578947368421;1;0,833333333333333
"1150";"31001017167P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRJ";"LINGUÍSTICA E LÍNGUAS INDÍGENAS";"MESTRADO PROF.";1;1;1;2,78571428571429;2,5;1,29404761904762;1,14702380952381
"1151";"31001017171P7";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRJ";"ENGENHARIA AMBIENTAL";"DOUTORADO";12;42;0,285714285714286;1,66;1,92;1,12433333333333;0,705023809523809
"1152";"31002013001P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1966;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRRJ";"QUÍMICA";"MESTRADO/DOUTORADO";4;89;0,0449438202247191;2,26666666666667;2,83333333333333;0,911190476190476;0,478067148207598
"1153";"31002013002P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFRRJ";"AGRONOMIA (CIÊNCIAS DO SOLO)";"MESTRADO/DOUTORADO";7;44;0,159090909090909;2,66666666666667;6;0,455555555555556;0,307323232323232
"1154";"31002013003P3";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRRJ";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";4;38;0,105263157894737;NA;NA;NA;NA
"1155";"31002013006P2";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";5;20;0,25;NA;NA;NA;NA
"1156";"31002013007P9";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRRJ";"CIÊNCIAS SOCIAIS EM DESENVOLVIMENTO, AGRICULTURA E SOCIEDADE";"MESTRADO/DOUTORADO";14;48;0,291666666666667;1,79310344827586;2,06896551724138;0,985057471264368;0,638362068965517
"1157";"31002013010P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRRJ";"FITOTECNIA";"MESTRADO/DOUTORADO";7;23;0,304347826086957;2;4;0,5;0,402173913043478
"1158";"31002013011P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRRJ";"CIÊNCIAS AMBIENTAIS E FLORESTAIS";"MESTRADO/DOUTORADO";7;16;0,4375;3,4;5,33333333333333;0,696616161616162;0,567058080808081
"1159";"31002013012P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFRRJ";"BIOLOGIA ANIMAL";"MESTRADO/DOUTORADO";10;33;0,303030303030303;1,3;1,3;1;0,651515151515151
"1160";"31002013013P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"ZOOTECNIA";"MESTRADO/DOUTORADO";4;133;0,0300751879699248;NA;NA;NA;NA
"1161";"31002013014P5";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"ENGENHARIA QUÍMICA";"MESTRADO";5;43;0,116279069767442;1,83333333333333;2,08333333333333;0,930555555555556;0,523417312661499
"1162";"31002013015P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2000;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRRJ";"GESTÃO E ESTRATÉGIA";"MESTRADO PROF.";1;3;0,333333333333333;1,5;1,33333333333333;1,16666666666667;0,75
"1163";"31002013016P8";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRRJ";"MEDICINA VETERINÁRIA (PATOLOGIA E CIÊNCIAS CLÍNICAS)";"MESTRADO/DOUTORADO";3;22;0,136363636363636;1;4;0,25;0,193181818181818
"1164";"31002013017P4";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"EDUCAÇÃO AGRÍCOLA";"MESTRADO";10;46;0,217391304347826;2;2;1;0,608695652173913
"1165";"31002013018P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"FITOSSANIDADE E BIOTECNOLOGIA APLICADA";"MESTRADO";3;31;0,0967741935483871;1,05882352941176;1,08823529411765;0,985294117647059;0,541034155597723
"1166";"31002013019P7";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRRJ";"HISTÓRIA";"MESTRADO/DOUTORADO";6;82;0,0731707317073171;1,53191489361702;1,59574468085106;1,14184397163121;0,607507351669261
"1167";"31002013020P5";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRRJ";"EDUCAÇÃO, CONTEXTOS CONTEMPORÂNEOS E DEMANDAS POPULARES";"MESTRADO/DOUTORADO";5;38;0,131578947368421;2,45945945945946;2,72972972972973;0,926962676962677;0,529270812165549
"1168";"31002013022P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRRJ";"CIÊNCIA TECNOLOGIA E INOVAÇÃO EM AGROPECUÁRIA";"DOUTORADO";12;39;0,307692307692308;3,6;4;0,85;0,578846153846154
"1169";"31002013023P4";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRRJ";"AGRICULTURA ORGÂNICA";"MESTRADO PROF.";5;10;0,5;3,5;6;0,611111111111111;0,555555555555556
"1170";"31002013024P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRRJ";"PRÁTICAS EM DESENVOLVIMENTO SUSTENTÁVEL";"MESTRADO PROF.";4;33;0,121212121212121;1,31818181818182;1,59090909090909;0,916666666666667;0,518939393939394
"1171";"31002013025P7";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"CIÊNCIAS SOCIAIS";"MESTRADO";10;105;0,0952380952380952;1,63265306122449;1,73469387755102;0,95578231292517;0,525510204081633
"1172";"31002013026P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"DESENVOLVIMENTO TERRITORIAL E POLÍTICAS PÚBLICAS";"MESTRADO";3;23;0,130434782608696;2,08333333333333;1,58333333333333;1,30555555555556;0,717995169082126
"1173";"31002013027P0";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"PSICOLOGIA";"MESTRADO";3;24;0,125;1,28571428571429;1,04761904761905;1,23809523809524;0,681547619047619
"1174";"31002013028P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRRJ";"MODELAGEM MATEMÁTICA E COMPUTACIONAL";"MESTRADO";4;31;0,129032258064516;1,5;1,875;0,929861111111111;0,529446684587814
"1175";"31002013029P2";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFRRJ";"CIÊNCIAS FISIOLÓGICAS";"MESTRADO/DOUTORADO";3;20;0,15;2,1;4,15;0,574166666666667;0,362083333333333
"1176";"31002013030P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"ADMINISTRAÇÃO";"MESTRADO";2;18;0,111111111111111;1,41666666666667;1,30555555555556;1,09722222222222;0,604166666666667
"1177";"31002013031P7";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"FILOSOFIA";"MESTRADO";3;9;0,333333333333333;1,66666666666667;1,4;1,16666666666667;0,75
"1178";"31002013032P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"ENGENHARIA AGRÍCOLA E AMBIENTAL";"MESTRADO";4;31;0,129032258064516;1,64864864864865;1,48648648648649;1,11261261261261;0,620822435338564
"1179";"31002013156P4";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFRRJ";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA";"MESTRADO PROF.";3;4;0,75;1,25;1,5;0,875;0,8125
"1180";"31002013157P0";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFRRJ";"GEOGRAFIA";"MESTRADO";1;1;1;1,125;1,0625;1,09375;1,046875
"1181";"31003010001P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"EDUCAÇÃO";"MESTRADO/DOUTORADO";8;101;0,0792079207920792;2,31914893617021;2,35106382978723;1,02801418439716;0,553611052594621
"1182";"31003010002P7";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFF";"FÍSICA";"MESTRADO/DOUTORADO";3;38;0,0789473684210526;1;2;0,5;0,289473684210526
"1183";"31003010003P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"MATEMÁTICA";"MESTRADO/DOUTORADO";1;1;1;1,33333333333333;1,16666666666667;1,08333333333333;1,04166666666667
"1184";"31003010004P0";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFF";"GEOCIÊNCIAS (GEOQUÍMICA)";"MESTRADO/DOUTORADO";12;122;0,0983606557377049;1,86046511627907;2;1,02137320044297;0,559866928090336
"1185";"31003010005P6";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFF";"HISTÓRIA";"MESTRADO/DOUTORADO";3;89;0,0337078651685393;1,13793103448276;1,43103448275862;0,910098522167488;0,471903193668013
"1186";"31003010006P2";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";2;7;0,285714285714286;3,2;3,05;1,04095238095238;0,663333333333333
"1187";"31003010015P1";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"MEDIC.VETERIN.(HIG.VETER.PROC.TECN.PROD.ORIG.ANIMAL)";"MESTRADO/DOUTORADO";3;93;0,032258064516129;1,33333333333333;2,04166666666667;0,743055555555556;0,387656810035842
"1188";"31003010017P4";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"PATOLOGIA";"MESTRADO/DOUTORADO";3;95;0,0315789473684211;1,89795918367347;2,12244897959184;0,919387755102041;0,475483351235231
"1189";"31003010019P7";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";7;30;0,233333333333333;3,33333333333333;3,77777777777778;0,897883597883598;0,565608465608466
"1190";"31003010021P1";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIAS CARDIOVASCULARES";"MESTRADO/DOUTORADO";3;4;0,75;2;4;0,5;0,625
"1191";"31003010024P0";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"MEDICINA VETERINÁRIA ( CLÍNICA E REPRODUÇÃO ANIMAL)";"MESTRADO/DOUTORADO";3;307;0,00977198697068404;1,26724137931034;1,88793103448276;0,76867816091954;0,389225073945112
"1192";"31003010027P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"QUÍMICA";"MESTRADO/DOUTORADO";4;146;0,0273972602739726;1,88888888888889;2,32098765432099;0,931504092615204;0,479450676444588
"1193";"31003010029P2";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"DINÂMICA DOS OCEANOS E DA TERRA";"MESTRADO/DOUTORADO";6;56;0,107142857142857;1,51612903225806;1,87096774193548;0,924731182795699;0,515937019969278
"1194";"31003010031P7";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";10;80;0,125;1,51923076923077;1,92307692307692;0,92724358974359;0,526121794871795
"1195";"31003010032P3";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ENGENHARIA METALÚRGICA";"MESTRADO/DOUTORADO";3;22;0,136363636363636;4;4,5;0,75;0,443181818181818
"1196";"31003010033P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";1;1;1;1;1;1;1
"1197";"31003010036P9";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";5;74;0,0675675675675676;1,91304347826087;3,04347826086957;0,7;0,383783783783784
"1198";"31003010038P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ESTUDOS CONTEMPORANEOS DAS ARTES";"MESTRADO";2;13;0,153846153846154;2,29411764705882;1,70588235294118;1,39411764705882;0,773981900452489
"1199";"31003010039P8";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"BIOLOGIA MARINHA E AMBIENTES COSTEIROS";"MESTRADO/DOUTORADO";3;44;0,0681818181818182;2,12765957446809;1,93617021276596;1,11170212765957;0,589941972920696
"1200";"31003010040P6";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"COMUNICAÇÃO";"MESTRADO/DOUTORADO";5;35;0,142857142857143;2,25;2,34375;0,980208333333333;0,561532738095238
"1201";"31003010041P2";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFF";"GEOGRAFIA";"MESTRADO/DOUTORADO";6;28;0,214285714285714;1,31578947368421;1,52631578947368;0,986842105263158;0,600563909774436
"1202";"31003010042P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"NEUROIMUNOLOGIA";"MESTRADO/DOUTORADO";3;84;0,0357142857142857;1,8125;2,125;0,885416666666667;0,460565476190476
"1203";"31003010043P5";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"PSICOLOGIA";"MESTRADO/DOUTORADO";5;33;0,151515151515152;1,66666666666667;3,20833333333333;0,729761904761905;0,440638528138528
"1204";"31003010044P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"SOCIOLOGIA E DIREITO";"MESTRADO/DOUTORADO";3;11;0,272727272727273;2,37037037037037;5,55555555555556;0,695323503656837;0,484025388192055
"1205";"31003010045P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2000;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFF";"SISTEMAS DE GESTÃO";"MESTRADO PROF.";54;30;1,8;3;2,5;1,125;1,4625
"1206";"31003010046P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"COMPUTAÇÃO";"MESTRADO/DOUTORADO";9;56;0,160714285714286;2,11111111111111;2,40740740740741;0,941975308641975;0,551344797178131
"1207";"31003010048P7";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";2;82;0,024390243902439;1,41573033707865;1,55056179775281;0,941947565543071;0,483168904722755
"1208";"31003010049P3";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"POLÍTICA SOCIAL";"MESTRADO/DOUTORADO";5;32;0,15625;1,38888888888889;1,22222222222222;1,13888888888889;0,647569444444444
"1209";"31003010052P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ARQUITETURA E URBANISMO";"MESTRADO/DOUTORADO";9;50;0,18;1,53571428571429;2,60714285714286;0,677551020408163;0,428775510204082
"1210";"31003010053P0";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ODONTOLOGIA";"MESTRADO/DOUTORADO";4;92;0,0434782608695652;1,09638554216867;1,95180722891566;0,728112449799197;0,385795355334381
"1211";"31003010054P7";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E DE TELECOMUNICAÇÕES";"MESTRADO";6;53;0,113207547169811;1,67647058823529;1,94117647058824;0,904411764705882;0,508809655937847
"1212";"31003010055P3";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"ENFERMAGEM";"MESTRADO PROF.";4;35;0,114285714285714;1,5;1,625;0,9375;0,525892857142857
"1213";"31003010058P2";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"MICROBIOLOGIA E PARASITOLOGIA APLICADAS";"MESTRADO/DOUTORADO";5;59;0,0847457627118644;1,61904761904762;1,73015873015873;0,968253968253968;0,526499865482916
"1214";"31003010061P3";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"SAÚDE COLETIVA";"MESTRADO";6;37;0,162162162162162;1,47368421052632;1,52631578947368;0,986842105263158;0,57450213371266
"1215";"31003010062P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ESTUDOS ESTRATÉGICOS DA DEFESA E DA SEGURANÇA";"MESTRADO";3;4;0,75;3,14285714285714;2,28571428571429;1,46428571428571;1,10714285714286
"1216";"31003010063P6";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIA DA INFORMAÇÃO";"MESTRADO/DOUTORADO";2;5;0,4;1,73333333333333;1,33333333333333;1,31111111111111;0,855555555555556
"1217";"31003010064P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIAS APLICADAS A PRODUTOS PARA SAÚDE";"MESTRADO/DOUTORADO";5;15;0,333333333333333;NA;NA;NA;NA
"1218";"31003010067P1";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ENFERMAGEM";"MESTRADO/DOUTORADO";3;51;0,0588235294117647;1,64444444444444;1,37777777777778;1,26666666666667;0,662745098039216
"1219";"31003010068P8";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ENGENHARIA QUÍMICA";"MESTRADO";4;38;0,105263157894737;1,09677419354839;1,29032258064516;0,932258064516129;0,518760611205433
