"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO.x";"SG_AREA_AVALIACAO.x";"CS_STATUS_JURIDICO.x";"DS_DEPENDENCIA_ADMINISTRATIVA.x";"ANO_INICIO_PROGRAMA.x";"NM_MODALIDADE_PROGRAMA.x";"CD_CONCEITO_PROGRAMA.x";"NM_REGIAO.x";"SG_UF_PROGRAMA.x";"SG_ENTIDADE_ENSINO.x";"NM_PROGRAMA_IES.x";"NM_GRAU_PROGRAMA.x";"FCDo";"FCDi";"CC";"CP";"IMI";"NM_AREA_AVALIACAO.y";"SG_AREA_AVALIACAO.y";"CS_STATUS_JURIDICO.y";"DS_DEPENDENCIA_ADMINISTRATIVA.y";"ANO_INICIO_PROGRAMA.y";"NM_MODALIDADE_PROGRAMA.y";"CD_CONCEITO_PROGRAMA.y";"NM_REGIAO.y";"SG_UF_PROGRAMA.y";"SG_ENTIDADE_ENSINO.y";"NM_PROGRAMA_IES.y";"NM_GRAU_PROGRAMA.y";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"1623";"32002017030P3";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"BIOLOGIA ANIMAL";"MESTRADO";0,5;0,238095238095238;0,473529411764706;0,4234375;0,408765537464986;"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"BIOLOGIA ANIMAL";"MESTRADO";16;3;0;0;3;0;0;0,1875
"1624";"32002017031P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"ECONOMIA";"MESTRADO";0,266666666666667;0,606060606060606;0,455833333333333;0,415277777777778;0,435959595959596;"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"ECONOMIA";"MESTRADO";10;0;0;0;0;0;0;0
"1625";"32002017032P6";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2006;"PROFISSIONAL";"4";"SUDESTE";"MG";"UFV";"ZOOTECNIA";"MESTRADO PROF.";0,156862745098039;0,581395348837209;0,580357142857143;0,367916666666667;0,421632975864765;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2006;"PROFISSIONAL";"4";"SUDESTE";"MG";"UFV";"ZOOTECNIA";"MESTRADO PROF.";17;2;0;1;2;0;1;0,176470588235294
"1626";"32002017033P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"ESTATÍSTICA APLICADA E BIOMETRIA";"MESTRADO/DOUTORADO";0,511111111111111;0,214285714285714;0,484649122807018;0,437777777777778;0,411955931495405;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"ESTATÍSTICA APLICADA E BIOMETRIA";"MESTRADO/DOUTORADO";15;0;0;1;0;0;1;0,0666666666666667
"1627";"32002017034P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"EDUCAÇÃO FÍSICA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"1628";"32002017035P5";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"MATEMÁTICA";"MESTRADO";0,19047619047619;0,611111111111111;0,7;0,791666666666667;0,573313492063492;"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"MATEMÁTICA";"MESTRADO";14;0;0;0;0;0;0;0
"1629";"32002017036P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"5";"SUDESTE";"MG";"UFV";"TECNOLOGIA DE CELULOSE E PAPEL";"MESTRADO PROF.";0,733333333333333;1;0,478947368421053;0,408333333333333;0,65515350877193;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"5";"SUDESTE";"MG";"UFV";"TECNOLOGIA DE CELULOSE E PAPEL";"MESTRADO PROF.";10;4;0;4;4;0;4;0,8
"1630";"32002017037P8";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"EDUCAÇÃO";"MESTRADO";0,5;0,430769230769231;0,529544250132485;0,419791666666667;0,470026286892096;"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"EDUCAÇÃO";"MESTRADO";18;0;0;0;0;0;0;0
"1631";"32002017038P4";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"LETRAS";"MESTRADO";0,433333333333333;0,491525423728814;0,804824561403509;0,468253968253968;0,549484321679906;"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"LETRAS";"MESTRADO";20;0;0;2;0;0;2;0,1
"1632";"32002017039P0";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"ARQUITETURA E URBANISMO";"MESTRADO";0,740740740740741;0,4;0,620512820512821;0,304545454545455;0,516449753949754;"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"ARQUITETURA E URBANISMO";"MESTRADO";9;1;0;0;1;0;0;0,111111111111111
"1633";"32002017040P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"4";"SUDESTE";"MG";"UFV";"DEFESA SANITÁRIA VEGETAL";"MESTRADO PROF.";12;2;0;0;2;0;0;0,166666666666667
"1634";"32002017041P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"AGRONOMIA (PRODUÇÃO VEGETAL)";"MESTRADO";0,511111111111111;0,727272727272727;0,533333333333333;0,461111111111111;0,558207070707071;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"AGRONOMIA (PRODUÇÃO VEGETAL)";"MESTRADO";15;0;0;4;0;0;4;0,266666666666667
"1635";"32002017042P1";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"ECOLOGIA";"MESTRADO/DOUTORADO";0,4375;0,266666666666667;0,777777777777778;0,409722222222222;0,472916666666667;"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"ECOLOGIA";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"1636";"32002017044P4";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"AGROECOLOGIA";"MESTRADO";0,592592592592593;0,714285714285714;0,519469197985277;0,375;0,550336876215896;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"MG";"UFV";"AGROECOLOGIA";"MESTRADO";9;0;0;1;0;0;1;0,111111111111111
"1637";"32002017047P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"MANEJO E CONSERVAÇÃO DE ECOSSISTEMAS NATURAIS E AGRÁRIOS";"MESTRADO";0,69047619047619;0,9;0,721014492753623;0,374404761904762;0,671473861283644;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"MANEJO E CONSERVAÇÃO DE ECOSSISTEMAS NATURAIS E AGRÁRIOS";"MESTRADO";14;3;0;0;3;0;0;0,214285714285714
"1638";"32002017048P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFV";"PATRIMÔNIO CULTURAL, PAISAGENS E CIDADANIA";"MESTRADO PROF.";13;0;0;0;0;0;0;0
"1639";"32002017049P6";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"ENGENHARIA QUIMICA";"MESTRADO";0,6;1;0,829411764705882;0,498611111111111;0,732005718954248;"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFV";"ENGENHARIA QUIMICA";"MESTRADO";10;2;0;3;2;0;3;0,5
"1640";"32002017050P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFV";"CIÊNCIAS DA SAÚDE";"MESTRADO PROF.";18;1;0;0;1;0;0;0,0555555555555556
"1641";"32003013001P0";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,266666666666667;0,252631578947368;0,484704184704185;0,471739130434783;0,368935390188251;"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";20;1;0;4;1;0;4;0,25
"1642";"32003013002P6";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,355555555555556;0,391891891891892;0,518717948717949;0,311904761904762;0,39451753951754;"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";15;3;0;3;3;0;3;0,4
"1643";"32003013003P2";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";0,466666666666667;0,425;0,539535984848485;0,471111111111111;0,475578440656566;"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";10;2;0;7;2;0;7;0,9
"1644";"32003013004P9";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA DE ENERGIA";"MESTRADO";0,533333333333333;0,512820512820513;0,517723651960784;0,40625;0,492531874528658;"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA DE ENERGIA";"MESTRADO";15;0;1;0;0;1;0;0,0666666666666667
"1645";"32003013005P5";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"SUDESTE";"MG";"UNIFEI";"MATERIAIS PARA ENGENHARIA";"MESTRADO/DOUTORADO";0,588235294117647;0,622222222222222;0,528718759409816;0,50125;0,560106568937421;"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"SUDESTE";"MG";"UNIFEI";"MATERIAIS PARA ENGENHARIA";"MESTRADO/DOUTORADO";17;25;0;0;25;0;0;1,47058823529412
"1646";"32003013006P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"FÍSICA E MATEMÁTICA APLICADA";"MESTRADO";12;0;0;0;0;0;0;0
"1647";"32003013007P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"MEIO AMBIENTE E RECURSOS HÍDRICOS";"MESTRADO";0,6875;0,581818181818182;0,570847362514029;0,459126984126984;0,574823132114799;"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"MEIO AMBIENTE E RECURSOS HÍDRICOS";"MESTRADO";16;0;1;0;0;1;0;0,0625
"1648";"32003013008P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO";"MESTRADO";0,606060606060606;0,684210526315789;0,784965034965035;0,376315789473684;0,612887989203779;"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO";"MESTRADO";11;0;0;7;0;0;7;0,636363636363636
"1649";"32003013009P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA DE MATERIAIS";"MESTRADO PROF.";0,787878787878788;1;0,541487326637972;0,447222222222222;0,694147084184746;"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"MG";"UNIFEI";"ENGENHARIA DE MATERIAIS";"MESTRADO PROF.";11;6;0;0;6;0;0;0,545454545454545
"1650";"32003013011P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"DESENVOLVIMENTO, TECNOLOGIAS E SOCIEDADE";"MESTRADO";0,976190476190476;0,681818181818182;1,04761904761905;0,541666666666667;0,811823593073593;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"DESENVOLVIMENTO, TECNOLOGIAS E SOCIEDADE";"MESTRADO";14;1;1;0;1;1;0;0,142857142857143
"1651";"32003013012P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"MATEMÁTICA";"MESTRADO";0,212121212121212;0,870967741935484;0,474117647058824;0,681818181818182;0,559756195733425;"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"MATEMÁTICA";"MESTRADO";11;0;0;0;0;0;0;0
"1652";"32003013013P8";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"FÍSICA";"MESTRADO";0,261904761904762;0,692307692307692;0,588383838383838;0,443627450980392;0,496555935894171;"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"FÍSICA";"MESTRADO";14;0;0;0;0;0;0;0
"1653";"32003013014P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"MG";"UNIFEI";"ADMINISTRAÇÃO";"MESTRADO PROF.";0,515151515151515;0,548387096774194;0,662202380952381;0,388194444444444;0,528483859330633;"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"MG";"UNIFEI";"ADMINISTRAÇÃO";"MESTRADO PROF.";11;0;0;5;0;0;5;0,454545454545455
"1654";"32003013040P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"1655";"32003013041P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"EDUCAÇÃO EM CIÊNCIAS";"MESTRADO";0,625;0,682926829268293;0,791666666666667;0,453921568627451;0,638378766140603;"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UNIFEI";"EDUCAÇÃO EM CIÊNCIAS";"MESTRADO";16;0;0;0;0;0;0;0
"1656";"32003013042P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;0;0;0;0;0;0;0
"1657";"32004010001P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"AGRONOMIA (FITOTECNIA)";"MESTRADO/DOUTORADO";0,264367816091954;0,159090909090909;0,280514504652436;0,411944444444444;0,278979418569936;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"AGRONOMIA (FITOTECNIA)";"MESTRADO/DOUTORADO";29;1;1;0;1;1;0;0,0689655172413793
"1658";"32004010002P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"7";"SUDESTE";"MG";"UFLA";"CIÊNCIA DO SOLO";"MESTRADO/DOUTORADO";0,352941176470588;0,253968253968254;0,521394984326019;0,495652173913043;0,405989147169476;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"7";"SUDESTE";"MG";"UFLA";"CIÊNCIA DO SOLO";"MESTRADO/DOUTORADO";17;8;0;0;8;0;0;0,470588235294118
"1659";"32004010003P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";0,479166666666667;0,403508771929825;0,529647435897436;0,342361111111111;0,43867099640126;"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";16;0;1;1;0;1;1;0,125
"1660";"32004010004P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"ZOOTECNIA";"MESTRADO/DOUTORADO";0,314814814814815;0,245283018867925;0,388059070540822;0,327083333333333;0,318810059389224;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"ZOOTECNIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"1661";"32004010005P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"CIÊNCIAS DOS ALIMENTOS";"MESTRADO/DOUTORADO";18;1;0;0;1;0;0;0,0555555555555556
"1662";"32004010006P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"6";"SUDESTE";"MG";"UFLA";"GENÉTICA E MELHORAMENTO DE PLANTAS";"MESTRADO/DOUTORADO";0,357142857142857;0,19047619047619;0,351666666666667;0,565625;0,366227678571429;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"6";"SUDESTE";"MG";"UFLA";"GENÉTICA E MELHORAMENTO DE PLANTAS";"MESTRADO/DOUTORADO";14;0;1;0;0;1;0;0,0714285714285714
"1663";"32004010007P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"ENTOMOLOGIA";"MESTRADO/DOUTORADO";0,285714285714286;0,181818181818182;0,558823529411765;0,466666666666667;0,373255665902725;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"ENTOMOLOGIA";"MESTRADO/DOUTORADO";14;1;0;1;1;0;1;0,142857142857143
"1664";"32004010008P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"AGRONOMIA (FISIOLOGIA VEGETAL)";"MESTRADO/DOUTORADO";15;5;0;1;5;0;1;0,4
"1665";"32004010009P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"4";"SUDESTE";"MG";"UFLA";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,444444444444444;0,456140350877193;0,522893772893773;0,394117647058824;0,454399053818558;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"4";"SUDESTE";"MG";"UFLA";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";12;2;2;1;2;2;1;0,416666666666667
"1666";"32004010010P9";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";"SUDESTE";"MG";"UFLA";"ENGENHARIA FLORESTAL";"MESTRADO/DOUTORADO";0,318181818181818;0,175438596491228;0,437242109958738;0,371875;0,325684381157946;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";"SUDESTE";"MG";"UFLA";"ENGENHARIA FLORESTAL";"MESTRADO/DOUTORADO";22;0;0;5;0;0;5;0,227272727272727
"1667";"32004010011P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUDESTE";"MG";"UFLA";"ESTATÍSTICA E EXPERIMENTAÇÃO AGROPECUÁRIA";"MESTRADO/DOUTORADO";0,615384615384615;0,260869565217391;0,709722222222222;0,613020833333333;0,549749309039391;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUDESTE";"MG";"UFLA";"ESTATÍSTICA E EXPERIMENTAÇÃO AGROPECUÁRIA";"MESTRADO/DOUTORADO";13;0;0;2;0;0;2;0,153846153846154
"1668";"32004010012P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"AGRONOMIA (FITOPATOLOGIA)";"MESTRADO/DOUTORADO";0,384615384615385;0,225;0,455808080808081;0,624358974358974;0,42244560994561;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUDESTE";"MG";"UFLA";"AGRONOMIA (FITOPATOLOGIA)";"MESTRADO/DOUTORADO";13;1;0;0;1;0;0;0,0769230769230769
"1669";"32004010013P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUDESTE";"MG";"UFLA";"AGROQUÍMICA";"MESTRADO/DOUTORADO";0,466666666666667;0,239130434782609;0,485202205882353;0,411507936507936;0,400626810959891;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUDESTE";"MG";"UFLA";"AGROQUÍMICA";"MESTRADO/DOUTORADO";15;8;0;1;8;0;1;0,6
"1670";"32004010014P4";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"6";"SUDESTE";"MG";"UFLA";"MICROBIOLOGIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,583333333333333;0,388888888888889;0,492451298701299;0,437222222222222;0,475473935786436;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"6";"SUDESTE";"MG";"UFLA";"MICROBIOLOGIA AGRÍCOLA";"MESTRADO/DOUTORADO";12;8;0;0;8;0;0;0,666666666666667
"1671";"32004010015P0";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"SUDESTE";"MG";"UFLA";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";0,365079365079365;0,155555555555556;0,420065866854858;0,445987654320988;0,346672110452692;"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"SUDESTE";"MG";"UFLA";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"1672";"32004010016P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFLA";"BIOTECNOLOGIA VEGETAL";"MESTRADO/DOUTORADO";10;2;3;2;2;3;2;0,7
