"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO.x";"SG_AREA_AVALIACAO.x";"CS_STATUS_JURIDICO.x";"DS_DEPENDENCIA_ADMINISTRATIVA.x";"ANO_INICIO_PROGRAMA.x";"NM_MODALIDADE_PROGRAMA.x";"CD_CONCEITO_PROGRAMA.x";"NM_REGIAO.x";"SG_UF_PROGRAMA.x";"SG_ENTIDADE_ENSINO.x";"NM_PROGRAMA_IES.x";"NM_GRAU_PROGRAMA.x";"FCDo";"FCDi";"CC";"CP";"IMI";"NM_AREA_AVALIACAO.y";"SG_AREA_AVALIACAO.y";"CS_STATUS_JURIDICO.y";"DS_DEPENDENCIA_ADMINISTRATIVA.y";"ANO_INICIO_PROGRAMA.y";"NM_MODALIDADE_PROGRAMA.y";"CD_CONCEITO_PROGRAMA.y";"NM_REGIAO.y";"SG_UF_PROGRAMA.y";"SG_ENTIDADE_ENSINO.y";"NM_PROGRAMA_IES.y";"NM_GRAU_PROGRAMA.y";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"3302";"42003016054P4";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUL";"RS";"UFPEL";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO PROF.";0,690476190476191;0,8;0,921875;0,406481481481481;0,704708167989418;"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUL";"RS";"UFPEL";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO PROF.";14;2;0;0;2;0;0;0,142857142857143
"3303";"42003016055P0";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"EDUCAÇÃO MATEMÁTICA";"MESTRADO";0,5;0,666666666666667;0,788461538461538;0,509615384615385;0,616185897435897;"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUL";"RS";"UFPEL";"EDUCAÇÃO MATEMÁTICA";"MESTRADO";12;0;0;0;0;0;0;0
"3304";"42003016056P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"3305";"42003016057P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;0;0;0;0;0;0;0
"3306";"42004012001P4";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"6";"SUL";"RS";"FURG";"OCEANOGRAFIA BIOLÓGICA";"MESTRADO/DOUTORADO";0,349206349206349;0,34375;0,654976851851852;0,497916666666667;0,461462466931217;"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"6";"SUL";"RS";"FURG";"OCEANOGRAFIA BIOLÓGICA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"3307";"42004012002P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUL";"RS";"FURG";"EDUCAÇÃO AMBIENTAL";"MESTRADO/DOUTORADO";0,633333333333333;0,565217391304348;0,583333333333333;0,445075757575758;0,556739953886693;"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUL";"RS";"FURG";"EDUCAÇÃO AMBIENTAL";"MESTRADO/DOUTORADO";20;0;0;1;0;0;1;0,05
"3308";"42004012004P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ENGENHARIA OCEÂNICA";"MESTRADO";0,5;0,62;0,443434343434343;0,437179487179487;0,500153457653458;"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ENGENHARIA OCEÂNICA";"MESTRADO";10;0;0;1;0;0;1;0,1
"3309";"42004012005P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUL";"RS";"FURG";"ENGENHARIA E CIÊNCIA DE ALIMENTOS";"MESTRADO/DOUTORADO";0,416666666666667;0,234042553191489;0,35;0,451190476190476;0,362974924012158;"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUL";"RS";"FURG";"ENGENHARIA E CIÊNCIA DE ALIMENTOS";"MESTRADO/DOUTORADO";12;9;0;0;9;0;0;0,75
"3310";"42004012007P2";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUL";"RS";"FURG";"OCEANOGRAFIA FÍSICA, QUÍMICA E GEOLÓGICA";"MESTRADO/DOUTORADO";0,483333333333333;0,473684210526316;0,510540334855403;0,403333333333333;0,467722803012096;"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUL";"RS";"FURG";"OCEANOGRAFIA FÍSICA, QUÍMICA E GEOLÓGICA";"MESTRADO/DOUTORADO";20;0;0;0;0;0;0;0
"3311";"42004012008P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"SUL";"RS";"FURG";"CIÊNCIAS FISIOLÓGICAS";"MESTRADO/DOUTORADO";0,444444444444444;0,530612244897959;0,592375785265562;0,476333333333333;0,510941451985325;"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"SUL";"RS";"FURG";"CIÊNCIAS FISIOLÓGICAS";"MESTRADO/DOUTORADO";18;2;0;0;2;0;0;0,111111111111111
"3312";"42004012009P5";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUL";"RS";"FURG";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,176470588235294;0,179487179487179;0,489468864468864;0,468333333333333;0,328439991381168;"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUL";"RS";"FURG";"ENFERMAGEM";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"3313";"42004012010P3";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"SUL";"RS";"FURG";"LETRAS";"MESTRADO/DOUTORADO";0,430555555555556;0,418604651162791;0,671577380952381;0,435714285714286;0,489112968346253;"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"SUL";"RS";"FURG";"LETRAS";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"3314";"42004012011P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUL";"RS";"FURG";"AQÜICULTURA";"MESTRADO/DOUTORADO";0,488888888888889;0,424242424242424;0,558947467876039;0,525438596491228;0,499379344374645;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUL";"RS";"FURG";"AQÜICULTURA";"MESTRADO/DOUTORADO";15;3;0;0;3;0;0;0,2
"3315";"42004012012P6";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"SUL";"RS";"FURG";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,650793650793651;0,463414634146341;0,612408424908425;0,46474358974359;0,547840074898002;"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"SUL";"RS";"FURG";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";21;3;0;0;3;0;0;0,142857142857143
"3316";"42004012013P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUL";"RS";"FURG";"BIOLOGIA DE AMBIENTES AQUÁTICOS CONTINENTAIS";"MESTRADO/DOUTORADO";0,462962962962963;0,36;0,585778985507246;0,426086956521739;0,458707226247987;"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUL";"RS";"FURG";"BIOLOGIA DE AMBIENTES AQUÁTICOS CONTINENTAIS";"MESTRADO/DOUTORADO";18;1;0;0;1;0;0;0,0555555555555556
"3317";"42004012014P9";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUL";"RS";"FURG";"MODELAGEM COMPUTACIONAL";"MESTRADO/DOUTORADO";0,611111111111111;0,682539682539683;0,574895178197065;0,443560606060606;0,578026644477116;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUL";"RS";"FURG";"MODELAGEM COMPUTACIONAL";"MESTRADO/DOUTORADO";18;0;4;1;0;4;1;0,277777777777778
"3318";"42004012015P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUL";"RS";"FURG";"GEOGRAFIA";"MESTRADO";0,518518518518518;0,777777777777778;0,57037037037037;0,517424242424242;0,596022727272727;"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"SUL";"RS";"FURG";"GEOGRAFIA";"MESTRADO";9;0;0;0;0;0;0;0
"3319";"42004012016P1";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"RS";"FURG";"QUIMICA TECNOLOGICA E AMBIENTAL";"MESTRADO/DOUTORADO";0,296296296296296;0,407894736842105;0,591812386156648;0,416911764705882;0,428228796000233;"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUL";"RS";"FURG";"QUIMICA TECNOLOGICA E AMBIENTAL";"MESTRADO/DOUTORADO";27;14;0;0;14;0;0;0,518518518518518
"3320";"42004012019P0";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"RS";"FURG";"FÍSICA";"MESTRADO";0,380952380952381;1;0,615384615384615;0,519444444444444;0,62894536019536;"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"RS";"FURG";"FÍSICA";"MESTRADO";14;0;0;0;0;0;0;0
"3321";"42004012020P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"RS";"FURG";"GERENCIAMENTO COSTEIRO";"MESTRADO";0,843137254901961;0,607142857142857;0,723611111111111;0,475;0,662222805788982;"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUL";"RS";"FURG";"GERENCIAMENTO COSTEIRO";"MESTRADO";17;0;0;0;0;0;0;0
"3322";"42004012021P5";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"FURG";"EDUCAÇÃO";"MESTRADO";0,274509803921569;0,53968253968254;0,546049783549784;0,362916666666667;0,43078969845514;"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"FURG";"EDUCAÇÃO";"MESTRADO";17;1;0;1;1;0;1;0,117647058823529
"3323";"42004012022P1";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"FURG";"COMPUTAÇÃO";"MESTRADO";0,48;0,666666666666667;0,63359831871345;0,486111111111111;0,566594024122807;"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUL";"RS";"FURG";"COMPUTAÇÃO";"MESTRADO";25;0;4;1;0;4;1;0,2
"3324";"42004012023P8";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUL";"RS";"FURG";"HISTÓRIA";"MESTRADO PROF.";0,357142857142857;0,84375;0,633272058823529;0,426041666666667;0,565051645658263;"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUL";"RS";"FURG";"HISTÓRIA";"MESTRADO PROF.";14;0;0;0;0;0;0;0
"3325";"42004012024P4";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ENGENHARIA MECÂNICA";"MESTRADO";0,5;0,617021276595745;1;0,413194444444444;0,632553930260047;"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ENGENHARIA MECÂNICA";"MESTRADO";12;1;0;1;1;0;1;0,166666666666667
"3326";"42004012025P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ENGENHARIA QUIMICA";"MESTRADO";0,333333333333333;0,708333333333333;0,559057971014493;0,466666666666667;0,516847826086957;"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ENGENHARIA QUIMICA";"MESTRADO";12;1;0;0;1;0;0;0,0833333333333333
"3327";"42004012026P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"FURG";"SAÚDE PÚBLICA";"MESTRADO";10;0;0;0;0;0;0;0
"3328";"42004012027P3";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"FURG";"DIREITO E JUSTIÇA SOCIAL";"MESTRADO";0,470588235294118;0,4;1,04166666666667;0,373412698412698;0,571416900093371;"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"FURG";"DIREITO E JUSTIÇA SOCIAL";"MESTRADO";17;0;0;0;0;0;0;0
"3329";"42004012028P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ECONOMIA APLICADA";"MESTRADO";0,259259259259259;1,06666666666667;0,645833333333333;0,471212121212121;0,610742845117845;"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ECONOMIA APLICADA";"MESTRADO";9;0;0;0;0;0;0;0
"3330";"42004012156P8";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ADMINISTRAÇÃO";"MESTRADO";0,428571428571429;0,7;0,721590909090909;0,429411764705882;0,569893525592055;"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"RS";"FURG";"ADMINISTRAÇÃO";"MESTRADO";14;0;0;0;0;0;0;0
"3331";"42004012157P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0;0;0;0;0;0;0
"3332";"42004012158P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"3333";"42005019001P0";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,642857142857143;0,533333333333333;0,680316091954023;0,517063492063492;0,593392515051998;"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"EDUCAÇÃO";"MESTRADO/DOUTORADO";14;0;0;2;0;0;2;0,142857142857143
"3334";"42005019002P7";"BIODIVERSIDADE";"BIOD";"PARTICULAR";"PRIVADA";1978;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"BIOCIÊNCIAS (ZOOLOGIA)";"MESTRADO/DOUTORADO";0,520833333333333;0,170731707317073;0,485690235690236;0,431018518518519;0,40206844871479;"BIODIVERSIDADE";"BIOD";"PARTICULAR";"PRIVADA";1978;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"BIOCIÊNCIAS (ZOOLOGIA)";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"3335";"42005019004P0";"FILOSOFIA";"FILO";"PARTICULAR";"PRIVADA";1974;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"FILOSOFIA";"MESTRADO/DOUTORADO";0,58974358974359;0,316666666666667;0,484668354521296;0,525555555555556;0,479158541621777;"FILOSOFIA";"FILO";"PARTICULAR";"PRIVADA";1974;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"FILOSOFIA";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
"3336";"42005019005P6";"HISTÓRIA";"HIST";"PARTICULAR";"PRIVADA";1973;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"HISTÓRIA";"MESTRADO/DOUTORADO";0,384615384615385;0,254545454545455;0,356845238095238;0,459803921568627;0,363952499706176;"HISTÓRIA";"HIST";"PARTICULAR";"PRIVADA";1973;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"HISTÓRIA";"MESTRADO/DOUTORADO";13;0;0;1;0;0;1;0,0769230769230769
"3337";"42005019006P2";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,311111111111111;0,180555555555556;0,479154017405384;0,355263157894737;0,331520960491697;"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"PSICOLOGIA";"MESTRADO/DOUTORADO";15;0;2;0;0;2;0;0,133333333333333
"3338";"42005019008P5";"SERVIÇO SOCIAL";"SSOC";"PARTICULAR";"PRIVADA";1977;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"SERVIÇO SOCIAL";"MESTRADO/DOUTORADO";0,538461538461538;0,121951219512195;0,596649265766913;0,452941176470588;0,427500800052809;"SERVIÇO SOCIAL";"SSOC";"PARTICULAR";"PRIVADA";1977;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"SERVIÇO SOCIAL";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
"3339";"42005019009P1";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";1970;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"LINGÜÍSTICA E LETRAS";"MESTRADO/DOUTORADO";0,416666666666667;0,255813953488372;0,445579365079365;0,424333333333333;0,385598329641934;"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";1970;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"LINGÜÍSTICA E LETRAS";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"3340";"42005019012P2";"TEOLOGIA";"TEOL";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"TEOLOGIA";"MESTRADO/DOUTORADO";0,5;0,55;0,583597883597884;0,484027777777778;0,529406415343915;"TEOLOGIA";"TEOL";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"TEOLOGIA";"MESTRADO/DOUTORADO";10;0;0;0;0;0;0;0
"3341";"42005019013P9";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";1988;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"DIREITO";"MESTRADO/DOUTORADO";0,222222222222222;0,219512195121951;0,66875;0,4175;0,381996104336043;"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";1988;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"DIREITO";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3342";"42005019014P5";"MEDICINA I";"MEDI";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"7";"SUL";"RS";"PUC/RS";"MEDICINA E CIÊNCIAS DA SAÚDE.";"MESTRADO/DOUTORADO";0,52;0,20253164556962;0,537126970720721;0,496774193548387;0,439108202459682;"MEDICINA I";"MEDI";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"7";"SUL";"RS";"PUC/RS";"MEDICINA E CIÊNCIAS DA SAÚDE.";"MESTRADO/DOUTORADO";25;2;0;1;2;0;1;0,12
"3343";"42005019015P1";"ENGENHARIAS IV";"ENGIV";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"ENGENHARIA ELÉTRICA";"MESTRADO";0,644444444444444;0,558139534883721;0,713621262458472;0,434444444444444;0,58766242155777;"ENGENHARIAS IV";"ENGIV";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"ENGENHARIA ELÉTRICA";"MESTRADO";15;3;3;1;3;3;1;0,466666666666667
"3344";"42005019016P8";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,318840579710145;0,262626262626263;0,518213383838384;0,3125;0,353045056543698;"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";23;6;0;8;6;0;8;0,608695652173913
"3345";"42005019017P4";"COMUNICAÇÃO E INFORMAÇÃO";"31";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"COMUNICAÇÃO SOCIAL";"MESTRADO/DOUTORADO";0,666666666666667;0,310344827586207;0,709388308168796;0,482407407407407;0,542201802457269;"COMUNICAÇÃO E INFORMAÇÃO";"31";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"COMUNICAÇÃO SOCIAL";"MESTRADO/DOUTORADO";15;0;0;5;0;0;5;0,333333333333333
"3346";"42005019020P5";"MEDICINA II";"MEDII";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"MEDICINA PEDIATRIA E SAUDE DA CRIANÇA";"MESTRADO/DOUTORADO";0,479166666666667;0,341463414634146;0,469852941176471;0,425833333333333;0,429079088952654;"MEDICINA II";"MEDII";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"MEDICINA PEDIATRIA E SAUDE DA CRIANÇA";"MESTRADO/DOUTORADO";16;1;0;0;1;0;0;0,0625
"3347";"42005019021P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"GERONTOLOGIA BIOMÉDICA";"MESTRADO/DOUTORADO";0,568627450980392;0,395348837209302;0,520321637426901;0,482916666666667;0,491803648070815;"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"GERONTOLOGIA BIOMÉDICA";"MESTRADO/DOUTORADO";17;1;0;2;1;0;2;0,176470588235294
"3348";"42005019022P8";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,274509803921569;0,0535714285714286;0,464814814814815;0,447685185185185;0,310145308123249;"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"ODONTOLOGIA";"MESTRADO/DOUTORADO";17;3;2;1;3;2;1;0,352941176470588
"3349";"42005019023P4";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"CIÊNCIAS CRIMINAIS";"MESTRADO/DOUTORADO";0,392156862745098;0,157894736842105;0,55;0,513257575757576;0,403327293836195;"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"CIÊNCIAS CRIMINAIS";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"3350";"42005019025P7";"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"ENGENHARIA E TECNOLOGIA DE MATERIAIS";"MESTRADO/DOUTORADO";0,526315789473684;0,354838709677419;0,526407274736242;0,442063492063492;0,462406316487709;"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"5";"SUL";"RS";"PUC/RS";"ENGENHARIA E TECNOLOGIA DE MATERIAIS";"MESTRADO/DOUTORADO";19;14;0;0;14;0;0;0,736842105263158
"3351";"42005019026P3";"ENSINO";"ENSI";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA";"MESTRADO/DOUTORADO";0,733333333333333;0,25;0,613470240167073;0,477083333333333;0,518471726708435;"ENSINO";"ENSI";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA";"MESTRADO/DOUTORADO";10;0;0;0;0;0;0;0
"3352";"42005019027P0";"ECONOMIA";"ECON";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"ECONOMIA";"MESTRADO/DOUTORADO";0,606060606060606;0,277777777777778;0,579545454545455;0,359615384615385;0,455749805749806;"ECONOMIA";"ECON";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";"SUL";"RS";"PUC/RS";"ECONOMIA";"MESTRADO/DOUTORADO";11;1;0;1;1;0;1;0,181818181818182
"3353";"42005019029P2";"CIÊNCIAS BIOLÓGICAS I";"CBI";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"BIOLOGIA CELULAR E MOLECULAR";"MESTRADO/DOUTORADO";0,5;0,275862068965517;0,535087719298246;0,495959595959596;0,45172734605584;"CIÊNCIAS BIOLÓGICAS I";"CBI";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"6";"SUL";"RS";"PUC/RS";"BIOLOGIA CELULAR E MOLECULAR";"MESTRADO/DOUTORADO";26;11;3;0;11;3;0;0,538461538461538
